ID,Name,Macroarea,Latitude,Longitude,Glottocode,ISO639P3code,Description,Data_Contributor_ID,Survey_Contributor_ID,Survey_Title,Source,Ethnologue_Name,Glossed_Text_PDF,Glossed_Text_Audio,Metadata,Region,Default_Lect_ID,Lexifier
45,Cavite Chabacano,,14.7,120.9,chav1241,,"Cavite Chabacano is spoken in Cavite City, 35 kilometers southwest from Manila in the Philippines. It is one of the Spanish contact varieties that are spoken in the Philippines and known collectively as Chabacano. Cavite Chabacano is severely endangered, with less than 4,000 speakers in a city of 100,000. There are also some speakers in the United States and other migrant worker destinations. All speakers of Cavite Chabacano are bilingual in Chabacano and Tagalog and most are also fluent in English. The functional domains of Cavite Chabacano are highly restricted. It is mainly used at home and the majority of fluent speakers are of the grandparental generation or older. English and Filipino (based on Tagalog) are the national languages and are used in Cavite in the educational system, the media and in local communication. Spanish is no longer commonly spoken in Cavite City. Cavite City residents generally have a positive attitude toward Chabacano and there is no stigma associated with those who speak it, but socioeconomic conditions make learning English and Tagalog more favorable. Speakers of all socioeconomic backgrounds can still be found in different areas of the city, especially in the San Roque and Caridad districts. The default lect described in the database is almost entirely written Cavite Chabacano produced by language activists engaged in the promotion of the language. The examples are from literary sources and written elicitation collected between 2006-2010 in Cavite City. The study of sociolectal variation for Cavite Chabacano is ongoing and notes on variation are not included in the <span style=""font-style: italic;"">APiCS</span> description.",sippolaeeva,sippolaeeva,"Cavite Chabacano. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",1071;1084;1285;1295;137;1415;426;829;831;835;1932[survey],,6a6fc5cc098d974239d1970c2f95dc1c,00347852fef07d57f000d9a358be8a91,"{""Autoglossonyms"": ""Chabacano, Chavacano"", ""Other names"": ""English: Philippine Creole Spanish Spanish: cavite\u00f1o"", ""Number of speakers"": ""ca. 4,000"", ""Major lexifier"": ""Spanish"", ""Other contributing languages"": ""Tagalog"", ""Location"": ""Cavite City, Cavite Province, the Philippines"", ""Official languages of the Philippines"": ""Filipino, English""}",Southeast Asia,,Spanish
46,Zamboanga Chabacano,,7,122.083336,chav1241,,"Zamboanga Chabacano (Zamboangueño) is a Spanish-based creole language spoken by around 450,000 people in the Republic of the Philippines in South-East Asia, and by an unknown number of diaspora speakers in Malaysia (Province of Sabah), the United States of America, Canada and elsewhere. Chabacano is the native language of about 50 per cent of the population of the city of Zamboanga and the surrounding area in the extreme western part of the island of Mindanao (approximately 300,000 speakers). A subvariety of Zamboanga Chabacano is also spoken in the town of Cotabato (Mindanao). The creole is also used here as a lingua franca by diverse ethno-linguistic groups. It is codified for public and private purposes with a Hispanic orthography mixed with English and Philippine traditions; there are Bible translations, literary writings, and until recently also press publications. Public oral use has recently been increasing in broadcasting and television, in church, and in some public schools. It lost some of its former significance to Philippine languages (Tagalog and Cebuano) and English.

The <span style=""font-weight: bold;"">default lect</span> that we chose for description in <span style=""font-style: italic;"">APiCS </span>is roughly the speech of 20-40 year old people living in city of Zamboanga. Nearly all constructed examples are from different native speakers instructed for fieldwork on Chabacano at the Ateneo of Zamboanga. Examples which come from other lects/sources are indicated in the dataset: own fieldwork data (spontaneous speech) or sources from other authors (especially from Forman 1972). If these lects do not deviate from our default lect, examples from these sources are also cited under default lect. There are nearly no examples from the written lect which is partly very hispanicized (e.g. in the Bible translation).",steinkrugerpatricko,steinkrugerpatricko,"Zamboanga Chabacano. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",111;112;1835;242;51;52;530;531;830;1927[survey],Chavacano:Zamboangueño,5791e2fcba4e61d82133fd415b0d7a4a,31f015b04b24eb50b8193df15891ee31,"{""Autoglossonyms"": ""Chabacano, Chavacano, Chabakano"", ""Other names"": ""Spanish: Zamboangue\u00f1o, Chabacano de Zamboanga, espa\u00f1ol quebrao (\u2018broken Spanish\u2019) English: Southern Mindanao Creole"", ""Number of speakers"": ""ca. 300,000"", ""Major lexifier"": ""Spanish"", ""Other contributing languages"": ""Cebuano, Hiligaynon, Tagalog, English, Hokkien Chinese, Portuguese (marginal)"", ""Location"": ""Philippines (Mindanao), Malaysia (Borneo)"", ""Official languages of the Philippines"": ""Tagalog (Pilipino), English; \u201coptional languages\u201dare Arabic and Spanish); officially recognized languages of the area are Cebuano and Hiligaynon""}",Southeast Asia,,Spanish
47,Papiamentu,,12.25,-69,papi1253,pap,"Papiamentu is the first language of more than 70% of the populations of the ABC islands (Aruba, Bonaire and Curaçao), and has communities of speakers also in the Netherlands, St. Maarten, and elsewhere. It has official language status in Aruba since 2003, alongside Dutch. In the Netherlands Antilles, Papiamentu is an official language since 2007, alongside Dutch and English. With the dissolution of the Netherlands Antilles in 2010, the official status of Papiamentu was maintained.
Although speakers insist that there are significant differences between the varieties of Aruba and Curaçao, work on these varieties has only established minor differences. Similar claims have been made by urban Curaçaoan speakers about more rural varieties, but there is really no evidence to suggest that mutual intelligibility is in any way compromised.
Where there is a significant difference is in the spelling conventions adopted in the different islands: where Aruba opted to use an etymological spelling method, Curaçao and Bonaire adopted the phonemic system developed by the late Raul Römer. As a result, texts produced in the different islands are visually very different and easily give an impression of unintelligibility. In this description of Papiamentu, the orthography of examples has been normalized to Römer’s phonemic spelling system regardless of their original spelling. Unless an explicit indication is given of the island-origin of the data, examples and their discussion are to be interpreted to represent Papiamentu as spoken in any of the ABC islands.",kouwenbergsilvia,maurerphilippe,"Papiamentu. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",1021;1022;1023;1024;1031;1034;1037;111;118;1183;1214;1253;127;1275;1279;1288;1297;1298;1311;136;151;1529;1530;1560;1629;1630;18;1802;1803;194;36;37;390;392;394;395;396;453;525;555;556;669;676;679;694;705;728;730;731;732;734;744;745;746;748;751;752;755;800;801;802;815;832;869;894;896;897;898;899;1930[survey],Papiamento,1bf256dfa35398dea3287cb729cd191a,d3ad47985c7212be291a8c846951de44,"{""Autoglossonym"": ""Papiamentu (Cura\u00e7ao and Bonaire), Papiamento (Aruba)"", ""Number of speakers"": ""c. 300,000"", ""Major lexifiers"": ""(Afro)Portuguese, Spanish, Dutch"", ""Other contributing languages"": ""English, French"", ""Location"": ""Aruba, Bonaire, Cura\u00e7ao (former leeward islands of the Netherlands Antilles), diaspora communities in Sint Maarten, the Netherlands, Belgium, the USA, and elsewhere"", ""Official languages of Cura\u00e7ao, Bonaire, and Aruba"": ""Dutch, Papiamentu""}",Caribbean,,Spanish
48,Palenquero,,10.10318,-75.198807,pale1260,pln,"Palenquero (“Lengua”) is used actively on a daily basis only in the village of Palenque (also known as San Basilio de Palenque), where it co-exists with Caribbean Spanish. Prior to its recent revival (around the year 2000), the creole was generally shunned by younger generations. Occasionally, Palenquero can also be heard in the nearby city of Cartagena, and the more distant Barranquilla, where about half of the total population of Palenqueros have been residing for many decades. To date, Palenquero remains a mostly oral language. Written Palenquero (used locally in school) has emerged during this millennium; agreed upon spelling conventions do not exist yet.

Traditionally, Palenquero tended to be confined to in-group situations, so much so that the language was generally not spoken in front of outsiders. Around the year 2000, changing local and regional attitudes began to reduce the heavy stigma once attached to <span style=""font-style: italic;"">Lengua, </span>and as a result Palenqueros now feel far more comfortable speaking their local lect in front of outsiders (the recent fame of Palenque has generated a substantial amount of local academic tourism —both national and international—, which has greatly increased contact with the outside world).

As argued in Schwegler (2001), prior to the year 2000, in Palenque there used to be no apparent lectal differences (basilect, mesolect or acrolect). In this small speech community, old and young bilinguals employed a virtually identical creole grammar, that is, there was no continuum, no “in-between” in terms of lects. This situation appears to have changed since then, as some of the younger generations may be employing a somewhat restructured variety of the creole as their main lect. However, to date no extensive study of current Palenquero has been undertaken (but see Lipski 2012), and it remains to be seen whether the recent adaptations by Palenquero youths will stabilize and have a long-lasting effect. The Palenquero data collected for the <span style=""font-style: italic;"">APiCS</span> (default lect) are all from the traditional (older) lect.",schweglerarmin,schweglerarmin,"Palenquero. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",111;1185;1196;1358;1359;1360;1361;1362;1363;1364;1365;1366;1367;1369;1371;142;1454;1455;1607;1684;1685;353;387;388;654;816;897;934;935;936;979;980;1905[survey],Palenquero,35645cf136ea3143cdf1a3407fddbb7d,522e827d60c8e54e5eb638b1631d2a42,"{""Autoglossonym"": ""Lengua"", ""Other name"": ""Spanish: Palenquero"", ""Number of speakers"": ""2,000 (?) full knowledge 4,000 (?) passive knowledge only (comprehension)"", ""Major lexifier"": ""Spanish"", ""Other contributing languages (substrate)"": ""Kikongo, and possibly also other Bantu languages. To date, substrate influence from West African (rather than Central West African) languages has not been shown."", ""Location"": ""Colombia"", ""Official languages of Colombia"": ""Spanish""}",Caribbean,,Spanish
49,Haitian Creole,,19,-72.5,hait1244,hat,"Haitian Creole is a French-based creole spoken by about 9.5 million people in Haiti. It is the creole language with the largest number of speakers worldwide. While all Haitians speak Creole, only a minority of the population (about 7%) are bilingual and also speak French. It is difficult to estimate the precise number of speakers among Haitians living in diaspora communities, i.e. the about 2 million people that emigrated mainly to the USA, Canada (Québec), Dominican Republic and French Overseas territories (Lesser Antilles, Guiana). 

The Haitian Constitution of 1987 granted Haitian Creole the status of an official language next to French (official language since 1918). The language of the schools had long been exclusively in French, but opened up to Creole from 1979 onwards. In that year an official phonologically based orthography was implemented for Haitian Creole. In the following the Creole was used in an increasing number of domains and in the mass media (especially radio and internet).	

The Creole of rural monolinguals that is used all over Haiti was documented in a linguistic atlas (Fattier 1998). The global description of each variety allows us to distinguish the forms that are specific to each variety from those that are common to all dialects. It is the forms that are “common to all dialects” that represent the default lect described in <span style=""font-style: italic;"">APiCS</span>. Additionally we have occasionally noted some specific forms while clearly marking the geographic variety they represent.",fattierdominique,fattierdominique,"Haitian Creole. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",1021;1050;1066;1183;1224;1225;129;1433;1434;1462;147;1484;1505;1509;1510;1511;1513;1514;1549;1554;1581;1607;178;179;204;205;206;207;208;216;236;26;277;287;339;340;341;342;343;344;360;361;362;363;364;366;367;370;371;372;377;378;379;380;381;407;46;466;467;469;470;471;473;476;477;478;479;480;481;482;483;484;485;494;541;598;608;620;628;629;691;723;724;726;727;798;799;803;804;805;806;807;808;809;81;859;860;861;862;1887[survey],Haitian; Haitian Creole,d987f3adb5d9dace57795fbeec753d39,efbfc64fd4bb921b60f8376050911925,"{""Autoglossonym"": ""krey\u00f2l"", ""Other name"": ""French: cr\u00e9ole ha\u00eftien"", ""Number of speakers"": ""ca. 11,000,000"", ""Major lexifier"": ""French"", ""Other contributing languages"": ""languages from the Kwa group of West Africa, Bantu languages of Central Africa, Spanish, English, Amerindian languages (e.g. Arawak-Ta\u00edno, Tupi)"", ""Location"": ""Haiti and diaspora in USA, Canada, Dominican Republic, France"", ""Official languages of Haiti"": ""Haitian Creole, French""}",Caribbean,,French
5,Creolese,,6.8,-58.166668,creo1235,gyn,"Creolese, also referred to in the literature as Guyanese Creole, is a widely-used vernacular language variety which co-exists with Standard Guyanese English, the sole official language of the Republic of Guyana, which is normally acquired through formal schooling. It is the native tongue of the majority of the over 700, 000 inhabitants of the Republic of Guyana, and also widely spoken by several hundred thousand other Guyanese, scattered in the diaspora communities worldwide. Contributing languages to Creolese have included English, Arawak (Lokono), Carib (Karina), Bhojpuri, Akan, Kikongo, Yoruba and Dutch. Due to an ever-present, ongoing contact with its major contributing lexifier English, the Creolese language variety has developed a high degree of variability. Linguists such as Bickerton (1975) and Rickford (1979, 1987) and other scholars have used the term “Creole continuum” to describe this language variety. This continuum includes at one end of the spectrum a <span style=""font-style: italic;"">basilectal</span> or more conservative language variety and on the other end an <span style=""font-style: italic;"">acrolectal </span>language<span style=""font-style: italic;""> </span>variety, more closely allied to Standard English, with a <span style=""font-style: italic;"">mesolectal </span>or an infinite number of varieties existing in between. In order to provide the user with a more global understanding of the variation context within which Creolese speakers generally operate, the default lect for <span style=""font-style: italic;"">APiCS </span>incorporates both <span style=""font-style: italic;"">basilectal </span>and <span style=""font-style: italic;"">mesolectal </span>varieties of the language. Published sources for some of the examples used in the Creolese <span style=""font-style: italic;"">APiCS</span> dataset include Dolphin (1996), Monar (1985), Rickford (1979, 1987), Bickerton (1975), Devonish (1974) and Persaud (1970).",devonishhubert thompsondahlia,devonishhubert thompsondahlia,"Creolese. In ""The survey of pidgin and creole languages"". Volume 1: English-based and Dutch-based Languages",1197;1250;1280;1281;1397;1399;143;1436;1600;1603;198;223;28;327;384;386;401;417;418;419;548;549;550;606;632;915;984;991;993;1886[survey],Guyanese Creole English,4ee37676e2635e6d008876b4e9b83cd5,,"{""Autoglossonym"": ""Kriyoliiz"", ""Other names"": ""Guyanese (English) Creole, Guyanese Creole English"", ""Number of speakers"": ""approximately 700,000"", ""Major lexifier"": ""English"", ""Other contributing languages"": ""Twi, Akan (Rickford 1987: 45, 46), Dutch, Hindi, Arawak (Lokono)"", ""Location"": ""Republic of Guyana and diaspora communities"", ""Official language of the Republic of Guyana"": ""Standard Guyanese English""}",Caribbean,,English
50,Guadeloupean Creole,,15.933333,-61.266666,guad1242,,"Guadeloupean Creole is spoken by some 400,000 people in Guadeloupe, and approximately 200,000 diaspora speakers mainly established in France, French Guiana, Montreal and Panama. Guadeloupean Creole is widely spoken throughout the different islands of the archipelago and is used in a variety of situations, ranging from the less to the more formal. Although it is not systematically used in formal speech situations, the use of the language has been increasing since the identity claim movement that grew in the 1980s, to the extent that the local authorities are now designing a set of measures to promote and enhance the use of Creole in all spheres of activity of the Guadeloupean society. The default lect for Guadeloupean Creole represented in the Atlas is a quite homogeneous variety spoken by 30-60 year old speakers and is close to the basilect. Most examples are constructed by the authors (Serge Colot being a native speaker), and some examples are from written sources taken from the most up-to-date body of scientific literature available on the Lesser Antillean Creoles.",colotserge ludwigralph,colotserge ludwigralph,"Guadeloupean and Martinican Creole. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",1050;1263;132;134;135;1434;1509;273;331;346;484;614;615;616;848;849;850;851;853;854;873;1881[survey],Guadeloupean Creole French,43229cc962ce15a302a3583103c7c9c8,dcf729c5d86266bcd47cce22638ece68,"{""Autoglossonym"": ""kr\u00e9y\u00f2l Gwadloup"", ""Other name"": ""French: cr\u00e9ole guadeloup\u00e9en"", ""Number of speakers"": ""600,000"", ""Major lexifier"": ""French"", ""Other contributing languages"": ""English, Spanish, Latin, West African languages, Cariban, Tamil"", ""Location"": ""Guadeloupean archipelago (Guadeloupe, Marie-Galante, les Saintes, la D\u00e9sirade), Saint Martin, Saint Barth\u00e9lemy, diaspora communities in France, French Guiana, Montreal, Panama"", ""Official language of Guadeloupe"": ""French""}",Caribbean,,French
51,Martinican Creole,,14.633333,-60.983334,guad1242,,"Martinican Creole is spoken by some 400,000 speakers in Martinique, and approximately 200,000 diaspora speakers. The use of the language varies a lot according to geographical and social factors. It is predominantly spoken in the northern and southern countryside of Martinique, where most people are socially disadvantaged and use a variety close to the basilect. By contrast, the variety spoken in central Martinique (which is the island’s economic hub) is more acrolectal and is used by almost half of the population, mainly from the middle and upper class. As a consequence, Martinican Creole is rather heterogeneous. The default lect that we chose for description in <span style=""font-style: italic;"">APiCS </span>is the variety closer to the basilect, spoken by 30-60 year old people from the countryside. Most examples are constructed by the authors, and some examples are from written sources taken from the most up-to-date body of scientific literature available on the Lesser Antillean Creoles.",colotserge ludwigralph,colotserge ludwigralph,"Guadeloupean and Martinican Creole. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",132;134;272;346;850;851;1896[survey],,43229cc962ce15a302a3583103c7c9c8,,"{""Autoglossonym"": ""kr\u00e9yol Matinik"", ""Other name"": ""French: cr\u00e9ole martiniquais"", ""Number of speakers"": ""600,000"", ""Major lexifier"": ""French"", ""Other contributing languages"": ""English, Spanish, Latin, West African languages, Cariban, Tamil"", ""Location"": ""Martinique, diaspora communities in France, French Guiana, Montreal, Panama"", ""Official language of Martinique"": ""French""}",Caribbean,,French
52,Guyanais,,3.922142,-51.792297,guia1246,gcr,"Guyanais (also créole guyanais, créole de Guyane) is spoken by about 60.000 people in the French overseas department Guyane française and by about 4.000 speakers in neighbouring Brazil. French Guiana Creole is listed as one of the <span style=""font-style: italic;"">langues de France</span>. Today all creole-speakers seem to be bilingual Creole-French, whereas in the late 90s of the past century some of the older speakers of Guyanais had only a passive competence of French. Two main varieties may be distinguished, a basilectal variety spoken in the communities of Makouria, Tonate, Roura, Ouanary and Saint-Georges and a mesolectal variety spoken on the coast (i.e. Cayenne, Rémire and Kourou). 
     The basilectal variety is the <span style=""font-weight: bold;"">default lect</span> documented in <span style=""font-style: italic;"">APiCS</span>. All examples are taken from or constructed on the basis of two corpora recorded from 1995-99 and 2006-12 respectively. Two of the recordings have been published in Ludwig &amp; Telchid &amp; Bruneau-Ludwig 2001, a greater sample of recordings will be published in Jennings &amp; Pfänder (to appear).
    Some divergent features in the <span style=""font-weight: bold;"">costal variety</span> have been mentioned in the description of the tense and aspect markers. Some of the divergences may be due to the fact that a great number of the coastal speakers are in fact second-language speakers of Guyanais and have another creole language as their first language (Haitian, Martinican and Guadeloupean Creoles).",pfanderstefan,pfanderstefan,"Guyanais. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",1050;117;1206;1207;1208;1209;1211;1254;1265;1276;1313;1509;418;484;487;488;550;617;618;653;682;683;684;769;788;81;812;847;1885[survey],Guianese Creole French,ef47f1c02b1b1a2d46857109b27dec5f,aad1d5015188363d1bd7b12bc4638c7f,"{""Autoglossonyms"": ""guyanais, kr\u00e9y\u00f2l, cr\u00e9ole"", ""Other names"": ""English: French Guianese Creole French: cr\u00e9ole guyanais"", ""Number of speakers"": ""64,000 (estimated)"", ""Major lexifier"": ""French"", ""Other contributing languages"": ""Gbe, Arawak, Portuguese"", ""Location"": ""French Guiana, Brazil"", ""Official language of French Guiana: Official language of Brazil"": ""French Portuguese""}",Caribbean,,French
53,Louisiana Creole,,30.166668,-91.833336,loui1240,lou,"Louisiana Creole is an endangered French creole spoken by Blacks, Whites, and Creoles of Color in several disparate locations in south Louisiana. While no reliable figures exist, we estimate that there are today well under 10,000 speakers of the language; we are not aware of any remaining monolingual speakers. The most fluent speakers are generally elderly, and younger speakers often have gaps in their lexicon and practice frequent codeswitching between Creole and English. We have chosen as the <span style=""font-weight: bold;"">default lect</span> the variety spoken in and around the town of Breaux Bridge, first, because a detailed description of this variety exists (Neumann 1985), and second, because it is in this area that the largest concentration of Louisiana Creole speakers is to be found. The <span style=""font-style: italic;"">APiCS</span> description of Louisiana Creole also includes two additional lects, identified as <span style=""font-weight: bold;"">geographical (Pointe Coupee)</span> and <span style=""font-weight: bold;"">old texts</span>. <span style=""font-weight: bold;"">Geographical (Pointe Coupee)</span> refers to the variety spoken in and around the town of New Roads in Pointe Coupee Parish as described in Klingler (2003), while <span style=""font-weight: bold;"">old texts</span> refers to the basilectal variety of the language that is represented in nineteenth-century texts such as those found in Neumann-Holzschuh (1987), our main source for this lect. Louisiana Creole co-exists with a regional variety of French (commonly called “Cajun French”) and, especially, English. Both languages have had profound effects on the way that Creole is spoken. Borrowing and codeswitching are common, and it seems likely that contact with regional French is at least partly responsible for the differences that can be observed between the default lect described here and the more basilectal variety found in the old texts lect.",neumannholzschuhingrid klinglerthomasa,klinglerthomasa neumannholzschuhingrid,"Louisiana Creole. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",1046;1047;1048;1049;1050;1267;1303;1507;1512;1515;177;203;288;409;533;534;720;721;722;779;794;889;890;891;1894[survey],Louisiana Creole French,e852cf302096bc50f7e557cac1ac3ae5,57f3f07c83fe193ac048c83bbc1e28dc,"{""Autoglossonyms"": ""krey\u00f2l, franse"", ""Number of speakers"": ""fewer than 10,000"", ""Major lexifier"": ""French"", ""Other contributing languages"": ""English, Spanish, Algonquian, West African languages"", ""Location"": ""Louisiana (United States)"", ""Official language of Louisiana"": ""de facto English""}",North America,,French
54,Reunion Creole,,-20.950001,55.650002,reun1238,rcf,"Reunion Creole is a French-based creole language spoken by about 90 percent of a population of more than 800,000 people on Reunion Island, a French Overseas Department, and by a considerable number of diaspora speakers in metropolitan France. Most speakers are bilingual in Creole and French, although some of them are ‘passive bilinguals’ who understand French, but only have a limited active command. The traditional situation of diglossia with Creole as the ‘low variety’ is gradually changing towards a “bilinguisme français–créole harmonieux”. Creole has been used by poets and novelists since the nineteenth century; in 2000 it gained official recognition as a regional language, and in 2002 it found its place in education as an optional subject in secondary schools. Reunion Creole is unique among French-based creoles in forming a continuum from basilect to acrolect, with intermediate fluctuating varieties. The <span style=""font-weight: bold;"">default lect</span> chosen for description in <span style=""font-style: italic;"">APiCS</span> comprises basilectal varieties; variants from acrolectal varieties are<span style=""font-weight: bold; font-style: italic;""> </span>occasionally mentioned. Data are taken from the<span style=""font-style: italic;""> Atlas linguistique et ethnographique de la Réunion</span> (1984-1995), collected between 1975 and 1981 from mostly 40 to 80 year old speakers, as well as from recordings of extensive conversations and traditional stories made with some of the informants of the <span style=""font-style: italic;"">Atlas</span> during field work.

<span style=""font-weight: bold;"">Acknowledgements
</span>
I am very grateful to Axel Gauvin for providing detailed information on the sociolinguistic situation in Reunion and on the extremely complex lectal variation which characterizes Reunion Creole.",bolleeannegret,bolleeannegret,"Reunion Creole. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",1021;1042;1050;1081;110;1180;1181;119;1440;1441;160;165;166;173;212;213;214;229;230;231;232;233;236;238;239;241;292;294;295;305;520;577;58;65;71;72;777;81;87;1910[survey],Réunion Creole French,b4a951fe3e99591241051442bd1874b9,,"{""Autoglossonyms"": ""kreol renyone, kreol reyon, reyone"", ""Other name"": ""French: cr\u00e9ole r\u00e9unionnais"", ""Number of speakers"": ""800,000"", ""Major lexifier"": ""French"", ""Other contributing languages"": ""Malagasy, Indo-Portuguese"", ""Location"": ""Reunion Island, Indian Ocean; diaspora in France"", ""Official languageof Reunion"": ""French""}",Indian Ocean,,French
55,Mauritian Creole,,-20,58,mori1278,mfe,"Mauritian Creole is spoken by almost all the island’s ca. 1,250,000 population as a first, second, or additional language. Censuses since 1944 indicate a remarkable shift to Creole as the home language from 35.6% in 1944 to 86.5% in 2011 (with a further 1.2% claiming bilingual use of Creole with either Bhojpuri or French).  This reflects the decline in Bhojpuri which was the home language of perhaps 40% as recently as 1972 to merely 5.3% in 2011. Although French remains dominant in the media, it is claimed as the home language by only 4.1%. Chinese, Indian languages (other than Bhojpuri), and English (the only official language!) were collectively reported as the home languages of less than 3%. For our <span style=""font-weight: bold;"">default lect</span>, we have used oral and written data mainly from people in urban areas whose home language is exclusively Creole. Exceptionally, we give a few examples, signalled as <span style=""font-weight: bold;"">Bhojpuri lect</span>, of certain features which clearly reflect Bhojpuri influence, but which are not exclusively limited to the Creole of people who are, or were formerly, speakers of Bhojpuri. While there are many local publications and advertisements in Creole, the Mauritian population as a whole has not yet shown much inclination to adopt the officially approved spelling for this language now used to a limited extent in primary schools.",bakerphilip kriegelsibylle,bakerphilip kriegelsibylle,"Mauritian Creole. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",1021;1050;1181;1183;1383;1443;1444;1445;1457;1458;1460;1480;1492;15;1504;1551;1552;1555;1562;1563;16;162;165;17;1827;215;217;233;236;237;238;239;289;290;291;294;295;296;297;298;307;308;358;528;578;612;618;62;69;70;71;72;73;74;75;758;759;76;760;761;762;764;766;768;769;77;770;777;78;81;83;84;85;852;854;86;87;873;1897[survey],Morisyen,191493f3507ebda9a9631cb88e7681ef,6cba12ed271bad4311fb14ad04ba3efe,"{""Number of speakers"": ""more than 1,300,000"", ""Major lexifier"": ""French"", ""Other contributing languages"": ""(in chronological order:) Malagasy, Tamil, Wolof, Mandinka, various Bantu languages of East Africa, Bhojpuri, English"", ""Location"": ""Mauritius in the western Indian Ocean"", ""Official language of Mauritius"": ""English""}",Indian Ocean,,French
56,Seychelles Creole,,-4.75,55.5,sese1246,crs,"Seychelles Creole (autoglossonym: kreol (seselwa)) is a French-based creole language spoken by some 80,000 people in the Republic of the Seychelles in the Indian Ocean (east of Kenya), and by an unknown number of diaspora speakers in Kenya, the United Kingdom, Australia, and New Zealand. Since 1978 Seychelles Creole has been one of the three official languages besides English and French. Creole is the native language of about 95 per cent of the population. In 1982 it was introduced as a language of instruction in primary schools and has been used in different formal communication contexts, for example, in the media (television, radio, newspapers) and in court. But during the last 15 years, the use of written varieties of Seychelles Creole has lost much of its former significance to English.

The <span style=""font-weight: bold;"">default lect</span> that we chose for description in <span style=""font-style: italic;"">APiCS </span>is roughly the speech of 40-60 year old educated Seychelles people living in the capital of Victoria. All constructed examples are given by Marcel Rosalie, a native speaker of Seychelles Creole. Examples which come from other lects/sources are indicated in the dataset: <span style=""font-weight: bold;"">French-influenced</span>, <span style=""font-weight: bold;"">older generation</span>, and <span style=""font-weight: bold;"">written</span>. The main source for the <span style=""font-weight: bold;"">older-generation</span> lect is Bollée &amp; Rosalie (1994). If this lect does not deviate from our default lect, examples from this source are also cited under default lect. Examples from the <span style=""font-weight: bold;"">written</span> lect come from the online journal <span style=""font-style: italic;"">Seychelles Nation</span> (http://www.nation.sc). Some rare examples are <span style=""font-weight: bold;"">French-influenced</span>. Even though French as the lexifier language of Seychelles Creole lost its major significance vis a vis the creole language (in 1814, the Seychelles became a British colony after the Napoleonic Wars), one certainly can detect a certain impact of French on the written varieties of Seychelles Creole.",michaelissusannemaria rosaliemarcel,michaelissusannemaria rosaliemarcel,"Seychelles Creole. In ""The survey of pidgin and creole languages"". Volume 2: Portuguese-based, Spanish-based, and French-based Languages",1021;1050;1180;1181;1382;1439;146;158;159;162;164;165;17;201;233;290;292;293;294;299;308;486;552;71;72;758;759;762;763;769;777;873;952;953;954;955;956;1915[survey],Seselwa Creole French,2cfd7f12d5d612ad7846ae0152b3c179,f4ec9878172eca0c078dc700c999d4be,"{""Autoglossonym"": ""kreol (seselwa)"", ""Other name"": ""French: cr\u00e9ole seychellois"", ""Number of speakers"": ""ca. 100,000"", ""Major lexifier"": ""French"", ""Other contributing languages"": ""varieties of Mauritian Creole, eastern Bantu languages, Malagasy, English, Tamil"", ""Location"": ""Seychelles and diaspora communities in Kenya, United Kingdom, Australia, New Zealand"", ""Official languages of the Seychelles"": ""Seychelles Creole, English, French""}",Indian Ocean,,French
