ID,Name,Description,Contributor_ID,Chapter,Type,PHOIBLE_Segment_ID,PHOIBLE_Segment_Name,Multivalued,WALS_ID,WALS_Representation,Area,Map_Gall_Peters,metadata
273,ʊ - lowered high back rounded vowel,,,,segment,10FD223095BD60FD89BEC828E5FD0A26,ʊ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 69, ""phoible"": {""id"": ""10FD223095BD60FD89BEC828E5FD0A26"", ""segment"": ""\u028a""}, ""symbol"": ""\u028a"", ""obstruent"": false, ""consonant"": false}"
274,iː - long high front unrounded vowel,,,,segment,D7A90868F42885077FD3F44A8440B3BB,iː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 87, ""phoible"": {""id"": ""D7A90868F42885077FD3F44A8440B3BB"", ""segment"": ""i\u02d0""}, ""symbol"": ""i\u02d0"", ""obstruent"": false, ""consonant"": false}"
275,eː - long higher mid front unrounded vowel,,,,segment,6DD56E3A80E90C3B1F5AC7AC45CE8180,eː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 89, ""phoible"": {""id"": ""6DD56E3A80E90C3B1F5AC7AC45CE8180"", ""segment"": ""e\u02d0""}, ""symbol"": ""e\u02d0"", ""obstruent"": false, ""consonant"": false}"
276,ɛː - long lower mid front unrounded vowel,,,,segment,E12BC6D5BBF9272E866810A376DEEF52,ɛː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 90, ""phoible"": {""id"": ""E12BC6D5BBF9272E866810A376DEEF52"", ""segment"": ""\u025b\u02d0""}, ""symbol"": ""\u025b\u02d0"", ""obstruent"": false, ""consonant"": false}"
277,æː - long raised low front unrounded vowel,,,,segment,CB37024CEAE9409F30FC756C0578E93C,æː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 91, ""phoible"": {""id"": ""CB37024CEAE9409F30FC756C0578E93C"", ""segment"": ""\u00e6\u02d0""}, ""symbol"": ""\u00e6\u02d0"", ""obstruent"": false, ""consonant"": false}"
278,aː - long low central unrounded vowel,,,,segment,2F272C9C5FA2DA70706B565B2DC46DE8,aː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 92, ""phoible"": {""id"": ""2F272C9C5FA2DA70706B565B2DC46DE8"", ""segment"": ""a\u02d0""}, ""symbol"": ""a\u02d0"", ""obstruent"": false, ""consonant"": false}"
279,uː - long high back rounded vowel,,,,segment,3A9677F59A8D4980D4DEADD51C55FF1C,uː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 93, ""phoible"": {""id"": ""3A9677F59A8D4980D4DEADD51C55FF1C"", ""segment"": ""u\u02d0""}, ""symbol"": ""u\u02d0"", ""obstruent"": false, ""consonant"": false}"
28,Definite articles,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 37, by Matthew S. Dryer), we look at definite articles, i.e. elements which accompany nouns and which code definiteness, like <span style=""font-style: italic;"">the</span> in English. Definite articles need not be obligatory. Definite NPs are NPs whose referent can be uniquely identified by the hearer, as in anaphoric situations, to refer back to something mentioned in the preceding discourse (e.g. <span style=""font-style: italic;"">I bought a new bicycle... My husband likes the bicycle</span>), or in associative contexts, to refer to something that is not mentioned in the preceding discourse but that is identifiable because of an associative relationship (e.g.<span style=""font-style: italic;""> I bought a new bicycle. The saddle is very comfortable</span>). 
A demonstrative is a word that can be used with a pointing gesture. Demonstratives are often diachronically extended to definite articles, so quite a few languages have words that can be used both to express definiteness (even in associative contexts) and as demonstratives. This feature also notes the existence of indefinite articles for languages lacking definite articles.",haspelmathmartin,,primary,,,false,37A,620,Nominal categories,6425040c8d28677ebade63c229314ef5,{}
280,oː - long higher mid back rounded vowel,,,,segment,08F6CE9332919F91E699096D433AC8BB,oː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 94, ""phoible"": {""id"": ""08F6CE9332919F91E699096D433AC8BB"", ""segment"": ""o\u02d0""}, ""symbol"": ""o\u02d0"", ""obstruent"": false, ""consonant"": false}"
281,ɔː - long lower mid back rounded vowel,,,,segment,7D4AEC4169D5DB682621A0F86C706FC9,ɔː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 95, ""phoible"": {""id"": ""7D4AEC4169D5DB682621A0F86C706FC9"", ""segment"": ""\u0254\u02d0""}, ""symbol"": ""\u0254\u02d0"", ""obstruent"": false, ""consonant"": false}"
282,ɑː - long low back unrounded vowel,,,,segment,88AC5CE19511786367C819D16739C6E1,ɑː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 96, ""phoible"": {""id"": ""88AC5CE19511786367C819D16739C6E1"", ""segment"": ""\u0251\u02d0""}, ""symbol"": ""\u0251\u02d0"", ""obstruent"": false, ""consonant"": false}"
283,əː - long mid central unrounded vowel,,,,segment,ED921AC9F6C2ABBAC1602F39891DADCF,əː,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 150, ""phoible"": {""id"": ""ED921AC9F6C2ABBAC1602F39891DADCF"", ""segment"": ""\u0259\u02d0""}, ""symbol"": ""\u0259\u02d0"", ""obstruent"": false, ""consonant"": false}"
284,yː - long high front rounded vowel,,,,segment,218729C2F787B39322EDB9220D365A1F,yː,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 88, ""phoible"": {""id"": ""218729C2F787B39322EDB9220D365A1F"", ""segment"": ""y\u02d0""}, ""symbol"": ""y\u02d0"", ""obstruent"": false, ""consonant"": false}"
285,ĩ - nasalized high front unrounded vowel,,,,segment,A9F45477DAC8AB8BB14C84275ED3690F,ĩ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 54, ""phoible"": {""id"": ""A9F45477DAC8AB8BB14C84275ED3690F"", ""segment"": ""i\u0303""}, ""symbol"": ""i\u0303"", ""obstruent"": false, ""consonant"": false}"
286,ẽ - nasalized higher mid front unrounded vowel,,,,segment,1507B68E1E3108371C1F882C40902AA5,ẽ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 58, ""phoible"": {""id"": ""1507B68E1E3108371C1F882C40902AA5"", ""segment"": ""e\u0303""}, ""symbol"": ""e\u0303"", ""obstruent"": false, ""consonant"": false}"
287,ɛ̃ - nasalized lower mid front unrounded vowel,,,,segment,0893FE8A6560A9B5DFA0A58647DB558E,ɛ̃,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 60, ""phoible"": {""id"": ""0893FE8A6560A9B5DFA0A58647DB558E"", ""segment"": ""\u025b\u0303""}, ""symbol"": ""\u025b\u0303"", ""obstruent"": false, ""consonant"": false}"
288,ã - nasalized low central unrounded vowel,,,,segment,8E32B519FFFA1D3336C36200F8060969,ã,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 65, ""phoible"": {""id"": ""8E32B519FFFA1D3336C36200F8060969"", ""segment"": ""a\u0303""}, ""symbol"": ""a\u0303"", ""obstruent"": false, ""consonant"": false}"
289,ũ - nasalized high back rounded vowel,,,,segment,1520751621DE93DB6E03975E1867106A,ũ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 68, ""phoible"": {""id"": ""1520751621DE93DB6E03975E1867106A"", ""segment"": ""u\u0303""}, ""symbol"": ""u\u0303"", ""obstruent"": false, ""consonant"": false}"
29,Indefinite articles,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 38, by Matthew S. Dryer), we look at indefinite articles, elements that frequently occur in noun phrases and signal that the referent is not identifiable by the hearer, as in <span style=""font-style: italic;"">We have a dog</span>. 
Indefinite articles typically originate in the numeral ‘one’, and as a result they are very often restricted to count nouns and to singular nouns. Indefinite articles are often synchronically identical to the numeral 'one' (e.g. French <span style=""font-style: italic;"">un</span>). When a form identical to the numeral 'one' is used often where English would use its indefinite article (in particular in contexts where emphasizing the cardinality would be pointless), this is regarded as an indefinite article. 
If a language has several forms of the indefinite article, and at least one of them is distinct from the numeral, the first value is chosen, even if the segmental difference is small. However, if the only difference is stress, the language has the second value.",haspelmathmartin,,primary,,,false,38A,534,Nominal categories,20b38ffc8b2d0b87246e40f338a0d412,{}
290,õ - nasalized higher mid back rounded vowel,,,,segment,DF648A2DB863191981CA66654BFF6BF4,õ,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 71, ""phoible"": {""id"": ""DF648A2DB863191981CA66654BFF6BF4"", ""segment"": ""o\u0303""}, ""symbol"": ""o\u0303"", ""obstruent"": false, ""consonant"": false}"
291,ɔ̃ - nasalized lower mid back rounded vowel,,,,segment,E8929F8B062DC2469EEDA96A98BD8D3A,ɔ̃,false,,,Vowels,,"{""vowel"": true, ""core_list"": true, ""number"": 86, ""phoible"": {""id"": ""E8929F8B062DC2469EEDA96A98BD8D3A"", ""segment"": ""\u0254\u0303""}, ""symbol"": ""\u0254\u0303"", ""obstruent"": false, ""consonant"": false}"
292,ɑ̃ - nasalized low back unrounded vowel,,,,segment,55FDF5C7AED74ADA223A64EC6859373F,ɑ̃,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 214, ""phoible"": {""id"": ""55FDF5C7AED74ADA223A64EC6859373F"", ""segment"": ""\u0251\u0303""}, ""symbol"": ""\u0251\u0303"", ""obstruent"": false, ""consonant"": false}"
293,ə̃ - nasalized mid central unrounded vowel,,,,segment,1709B3BEA8703B449759CCDB8CB0DE22,ə̃,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 141, ""phoible"": {""id"": ""1709B3BEA8703B449759CCDB8CB0DE22"", ""segment"": ""\u0259\u0303""}, ""symbol"": ""\u0259\u0303"", ""obstruent"": false, ""consonant"": false}"
294,œ̃ - nasalized lower mid front rounded vowel,,,,segment,06AD3EFFCE1EA6B31D8D6D91B820E116,œ̃,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 120, ""phoible"": {""id"": ""06AD3EFFCE1EA6B31D8D6D91B820E116"", ""segment"": ""\u0153\u0303""}, ""symbol"": ""\u0153\u0303"", ""obstruent"": false, ""consonant"": false}"
295,ai - diphthong falling from low central unrounded vowel to high front unrounded vowel,,,,segment,5E12425DA8E8C8FD24F187BE6A56D20F,ai,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 129, ""phoible"": {""id"": ""5E12425DA8E8C8FD24F187BE6A56D20F"", ""segment"": ""ai""}, ""symbol"": ""ai"", ""obstruent"": false, ""consonant"": false}"
296,ei - diphthong falling from higher mid front unrounded vowel to high front unrounded vowel,,,,segment,3649FB0AF894ECF74399C9B5AE4EFB3A,ei,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 162, ""phoible"": {""id"": ""3649FB0AF894ECF74399C9B5AE4EFB3A"", ""segment"": ""ei""}, ""symbol"": ""ei"", ""obstruent"": false, ""consonant"": false}"
297,oi - diphthong falling from higher mid back rounded vowel to high front unrounded vowel,,,,segment,F9AF7F69BAF784734B0A933BC629BCCA,oi,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 171, ""phoible"": {""id"": ""F9AF7F69BAF784734B0A933BC629BCCA"", ""segment"": ""oi""}, ""symbol"": ""oi"", ""obstruent"": false, ""consonant"": false}"
298,ɔi - diphthong falling from lower mid back rounded vowel to high front unrounded vowel,,,,segment,5CB65BAFE5AF67F18E1AA6A8DE42F618,ɔi,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 203, ""phoible"": {""id"": ""5CB65BAFE5AF67F18E1AA6A8DE42F618"", ""segment"": ""\u0254i""}, ""symbol"": ""\u0254i"", ""obstruent"": false, ""consonant"": false}"
299,ui - diphthong going from high back rounded vowel to high front unrounded vowel,,,,segment,BE3730A853FBA861E9A26303281AD485,ui,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 196, ""phoible"": {""id"": ""BE3730A853FBA861E9A26303281AD485"", ""segment"": ""ui""}, ""symbol"": ""ui"", ""obstruent"": false, ""consonant"": false}"
3,Order of adjective and noun,"In this feature (based on <span style=""font-style: italic;"">WALS</span> feature 87, by Matthew S. Dryer) we consider the two possible orders of attributive (or modifying) adjective and noun: adjective-noun, with the adjective preceding the noun, as in English <span style=""font-style: italic;"">stupid question</span>, and noun-adjective, with the adjective following the noun, as in French <span style=""font-style: italic;"">la maison rouge</span> [the house red] 'the red house'. The feature is not concerned with predicative adjectives (in clauses where the noun is the subject and the adjective is the predicate), as in English <span style=""font-style: italic;"">The man is stupid</span>.
The term <span style=""font-style: italic;"">adjective</span>  is used here in a semantic sense, as a word with a lexical meaning such as 'hot', 'old', or 'blue'. We thus disregard demonstratives, numerals, or words meaning 'other'. In languages like  French, or English, adjectives belong to a distinct class of words, while in other languages they are a subclass of nouns or verbs. We treat a word as an adjective as long as it denotes a property or quality, irrespective of its word class in the language.",hubermagnus,,primary,,,true,87A,1366,Word order,da1138fb05027015c5176b6967617b8d,{}
30,Generic noun phrases in subject function,"Here we consider the expression of generic noun phrases in subject position. Only sentences where both the subject and the situation to which the verb refers are generic are considered; sentences where only the subject, but not the verb phrase, is generic are disregarded. In many creole languages, noun phrases in generic sentences occur without any article, as in Bahamian Creole <span style=""font-style: italic;"">When cockroach give dance, he don’t ask fowl</span>.",maurerphilippe,,primary,,,true,,,Nominal categories,35c5e80e958d443f8034074609bb607b,{}
300,ǝi - diphthong falling from mid central unrounded vowel to high front unrounded vowel,,,,segment,20FC839FE1D89514B132E8CEFDE8C8E8,əi,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 207, ""phoible"": {""id"": ""20FC839FE1D89514B132E8CEFDE8C8E8"", ""segment"": ""\u0259i""}, ""symbol"": ""\u01ddi"", ""obstruent"": false, ""consonant"": false}"
301,au - diphthong falling from low central unrounded vowel to to high back rounded vowel,,,,segment,25061B1A6BE5A4214D5C675C56B92574,au,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 195, ""phoible"": {""id"": ""25061B1A6BE5A4214D5C675C56B92574"", ""segment"": ""au""}, ""symbol"": ""au"", ""obstruent"": false, ""consonant"": false}"
302,ɔu - diphthong falling from lower mid back rounded vowel to high back rounded vowel,,,,segment,2F5AF75D2EEF66E3D102C24ECE9D7EF6,ɔu,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 172, ""phoible"": {""id"": ""2F5AF75D2EEF66E3D102C24ECE9D7EF6"", ""segment"": ""\u0254u""}, ""symbol"": ""\u0254u"", ""obstruent"": false, ""consonant"": false}"
303,ou - diphthong falling from higher mid back rounded vowel to high back rounded vowel,,,,segment,BD43B88339559C4112037A751DD12AD5,ou,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 170, ""phoible"": {""id"": ""BD43B88339559C4112037A751DD12AD5"", ""segment"": ""ou""}, ""symbol"": ""ou"", ""obstruent"": false, ""consonant"": false}"
304,œy - diphthong falling from lower mid front rounded vowel to high front rounded vowel,,,,segment,9300F7C9F65BC87BF5A751D649FF5951,œy,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 185, ""phoible"": {""id"": ""9300F7C9F65BC87BF5A751D649FF5951"", ""segment"": ""\u0153y""}, ""symbol"": ""\u0153y"", ""obstruent"": false, ""consonant"": false}"
305,ɛə - diphthong with lower mid front unrounded vowel and nonsyllabic mid central unrounded vowel,,,,segment,B0C1D216DB9B516FE4132BCA592DDAC3,ɛə,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 188, ""phoible"": {""id"": ""B0C1D216DB9B516FE4132BCA592DDAC3"", ""segment"": ""\u025b\u0259""}, ""symbol"": ""\u025b\u0259"", ""obstruent"": false, ""consonant"": false}"
306,iə - diphthong with high front unrounded vowel and nonsyllabic mid central unrounded vowel,,,,segment,B17EC46468FB57F4D6758BFC0073C14D,iə,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 177, ""phoible"": {""id"": ""B17EC46468FB57F4D6758BFC0073C14D"", ""segment"": ""i\u0259""}, ""symbol"": ""i\u0259"", ""obstruent"": false, ""consonant"": false}"
307,uə - diphthong with high back rounded vowel and nonsyllabic mid central unrounded vowel,,,,segment,4AC20DDBE7F50AB0A361E2FE58A1C3B4,uə,false,,,Vowels,,"{""vowel"": true, ""core_list"": false, ""number"": 212, ""phoible"": {""id"": ""4AC20DDBE7F50AB0A361E2FE58A1C3B4"", ""segment"": ""u\u0259""}, ""symbol"": ""u\u0259"", ""obstruent"": false, ""consonant"": false}"
308,Lexifier language,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
309,Proportion of native speakers,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
31,Co-occurrence of demonstrative and definite article,"This feature asks whether noun phrases with adnominal demonstratives (e.g. ‘this book’, ‘that house’) also contain a definite article. Noun phrases with an adnominal demonstrative are necessarily definite, so the definite article is redundant. Thus, some languages with an otherwise obligatory definite article (e.g. English) do not allow the article to occur when a demonstrative is present (<span style=""font-style: italic;"">*this the book</span>), but others allow or require the definite article to co-occur with the demonstrative (e.g. Haitian Creole <span style=""font-style: italic;"">kandida sa a </span>[candidate this the] ‘this candidate’). If a language allows both co-occurrence and non-co-occurrence with different demonstrative constructions, it has several different values.",haspelmathmartin,,primary,,,true,,,Nominal categories,8b1d185fa131b9a1d057b0dd2096dc19,{}
310,Ongoing creolization of pidgins,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
311,Increasing use,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
312,Language abandonment,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
313,Size of speaker community,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
314,Gender-related use,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
315,Domains of use: radio and TV news,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
316,Domains of use: radio and TV call-ins/discussions,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
317,Domains of use: music,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
318,Domains of use: literature,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
319,Domains of use: newspaper editorials,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
32,Pronominal and adnominal demonstratives,"This feature (based on <span style=""font-style: italic;"">WALS</span> feature 42, by Holger Diessel) asks whether pronominal and adnominal demonstratives have the same form. Pronominal demonstratives (like English <span style=""font-style: italic;"">this one</span>, French <span style=""font-style: italic;"">celui-ci</span>)  replace a noun or noun phrase, and adnominal demonstratives (lik English <span style=""font-style: italic;"">this</span>, French <span style=""font-style: italic;"">ce .. -ci</span>) determine a noun.",maurerphilippe,,primary,,,false,42A,201,Nominal categories,958735f2eb05de34cb80d856f57e65b1,{}
320,Domains of use: other newspaper items,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
321,Domains of use: public contexts,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
322,Domains of use: court,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
323,Domains of use: parliament,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
324,Domains of use: school,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
325,Domains of use: electronic media,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
326,Contact with other languages,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
327,Geographic variation: phonology,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
328,Geographic variation: morphosyntax,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
329,Geographic variation: lexicon,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
33,Distance contrasts in demonstratives,"This feature (based on <span style=""font-style: italic;"">WALS</span> feature 41, by Holger Diessel) is about distance contrasts expressed by demonstratives, i.e. deictic expressions such as English <span style=""font-style: italic;"">this</span> and <span style=""font-style: italic;"">that</span>.  Demonstratives indicate the relative distance of a referent in the speech situation vis-à-vis the deictic center (origo), roughly equivalent to the speaker’s location.  When <span style=""font-style: italic;"">this</span> and <span style=""font-style: italic;"">that</span> are used contrastively, <span style=""font-style: italic;"">this</span> denotes a referent in relative proximity to the deictic center and <span style=""font-style: italic;"">that</span> denotes a referent at a greater distance, as in English <span style=""font-style: italic;"">This is my pen and that one is yours</span>. Some languages have further distance contrasts.",maurerphilippe,,primary,,,false,41A,234,Nominal categories,20e94d4032311652628c3d497dc22e3f,{}
330,Urban/rural variation: phonology,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
331,Urban/rural variation: morphosyntax,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
332,Urban/rural variation: lexicon,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
333,Social variation: phonology,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
334,Social variation: morphosyntax,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
335,Social variation: lexicon,,,,sociolinguistic,,,false,,,Sociolinguistic,,{}
34,Adnominal distributive numerals,"This feature (closely related to <span style=""font-style: italic;"">WALS</span> feature 54, by David Gil) considers adnominal distributive numerals. Distributive numerals are special numerals that express distributive relations as in German <span style=""font-style: italic;"">Die Männer trugen </span><span style=""font-weight: bold; font-style: italic;"">je drei</span><span style=""font-style: italic;""> Koffer. </span>‘The men carried three suitcases each.’  English lacks distributive numerals, because in a sentence like <span style=""font-style: italic;"">They carried </span><span style=""font-weight: bold; font-style: italic;"">three</span><span style=""font-style: italic;""> suitcases </span><span style=""font-weight: bold; font-style: italic;"">each</span>, the numeral does not form a continuous constituent with the distributive word <span style=""font-style: italic;"">each</span>, i.e. <span style=""font-style: italic;"">three...each</span> does not qualify as a numeral. In the <span style=""font-style: italic;"">APiCS</span> languages, they are often marked by reduplication, e.g. Principense <span style=""font-style: italic;"">dôsu dôsu </span>'two each'.",maurerphilippe,,primary,,,true,54A,251,Nominal categories,7d316d1533c8bd3d5251ac31fb52ad9f,{}
35,Ordinal numerals,"This feature compares ordinal numerals (’first, second, third ...’) with adnominal cardinal numerals (’one, two, three ...’).  There are different ways in which ordinal numerals are formed, especially with regard to ‘first’ and ‘second’, which are often irregular.
Since we are considering only synchrony, words like English <span style=""font-style: italic;"">third</span> and <span style=""font-style: italic;"">fifth</span> are not considered derived from <span style=""font-style: italic;"">three</span> and <span style=""font-style: italic;"">five</span>, although from a diachronic perspective they are of course derived.",maurerphilippe,,primary,,,true,53A,321,Nominal categories,ac6b6249125808b5e6ed73d58a8f035a,{}
36,Sortal numeral classifiers,"This feature (based on <span style=""font-style: italic;"">WALS</span> feature 55, by David Gil) is about sortal numeral classifiers, which divide the inventory of count nouns into semantic classes, each of which is associated with a different classifier. An example is Chinese Pidgin English <span style=""font-style: italic;"">two piecee coolie</span> 'two coolies'.",maurerphilippe,,primary,,,false,55A,400,Nominal categories,4e4758585a4cb5a54df2cf6f50641603,{}
37,Marking of pronominal possessors,"This feature concerns the expression of adnominal possession when the possessor is a (non-focused, non-contrastive) personal pronoun (e.g. ‘my book’, ‘her mother’, ‘your hair’). 
     Possessive relations are defined as comprising ownership, body-part<span style=""font-weight: bold;""> </span>relations and kinship relations (and of course normally other abstract relations as well, but these three are criterial.)
     Personal pronouns expressing possessors may be separate words (preceding or following the possessum), or affixes (prefixes or suffixes) on the possessum). Another possibility is that pronominal possessors are linked to the possessum by an adposition, with the adpositional phrase preceding or following the possessum.",haspelmathmartin,,primary,,,true,,,Nominal syntax,9355df16eaf2d7af41c26c638192843e,{}
38,Marking of possessor noun phrases,"In this feature (closely related to <span style=""font-style: italic;"">WALS</span> feature 24, by Johanna Nichols and Balthasar Bickel), the question is how the possessor noun phrase is marked in an adnominal possessive construction (’the man’s house’, ‘the bird’s wing’, ‘the roof of my house’). 
Possession is defined broadly as comprising ownership, part-whole relations and kinship relations (and of course normally other abstract relations as well, but these three are criterial.) 
Often pronominal possessors are treated differently from full noun phrases. Here we only look at (non-pronominal) full noun phrases. (For pronominal possessors, see Feature 37.) Note that we ignore word order here. (For word order, see Feature 2.)",haspelmathmartin,,primary,,,true,24A,236,Nominal syntax,f58f8eae88d7bd8e5e32f698f7640414,{}
39,Independent pronominal possessors,"Here we ask how a possessor is expressed when it occurs independently, i.e. when the possessum noun is not present because it can be inferred from the context, e.g.<span style=""font-style: italic;"">Whose book is this? Mine 	</span>(elliptical answer), or <span style=""font-style: italic;"">This book is yours </span>(predicative use)<span style=""font-style: italic;"">, or Your book is cheaper than hers </span>(anaphoric use). We are in particular interested in the relation of the independent pronominal possessor to the dependent pronominal possessor (as in <span style=""font-style: italic;"">my book, your book, her book</span>).",haspelmathmartin,,primary,,,true,,,Nominal syntax,b09089e4b181414f03e6b3d2beff23e2,{}
4,Order of adposition and noun phrase,"For this feature (based on <span style=""font-style: italic;"">WALS</span> feature 85, by Matthew S. Dryer), an adposition is defined as a separate free word that stands before, inside or after a noun phrase and establishes a grammatical or semantic relationship between the noun phrase and a verb in the same clause. Three types of adpositions occur in our languages: prepositions stand before, postpositions after, circumpositions both before and after a noun phrase. Since our criterion is that an adposition indicates some kind of relationship between a noun phrase and a verb, as in <span style=""font-style: italic;"">speak of the devil,</span> attributive possessive constructions like t<span style=""font-style: italic;"">he tail of the dog</span> are disregarded here because they only establish a relationship between the nouns <span style=""font-style: italic;"">tail</span> and <span style=""font-style: italic;"">dog,</span> but not between either of them and a verb. Note that we also disregard case affixes on nouns, which in some languages have functions that are similar to adpositions in European languages. On the other hand, cliticized relation markers, which are phonologically integrated into the noun but whose position depends on syntax do count as adpositions for the purposes of this feature.",hubermagnus,,primary,,,true,85A,1185,Word order,52fa7df9a643b33cd387985bea631a19,{}
40,Gender agreement of adnominal adjectives,"Gender may be subdivided into two types: sex-based distinctions vs. grammatical gender. Sex-based distinctions are probably found in all languages of the world; in Papiamentu (Caribbean, Ibero-Romance-based), for example, there is a contrast between <span style=""font-style: italic;"">mama</span> ‘mother’ and <span style=""font-style: italic;"">tata</span> ‘father’. This contrast, however, is a matter of lexical semantics. By contrast, grammatical gender requires syntactic evidence, called agreement. Agreement may be exhibited, for example, by verbs, adjectives, determiners, or numerals. An example of a language displaying agreement is French, as in <span style=""font-style: italic;"">un grand clocher</span> ‘a (m.) big (m.) church steeple’ vs. <span style=""font-style: italic;"">une grande table</span> ‘a (f.) big (f.) table’. In these examples, both the indefinite article and the adjective agree with their noun in gender.",maurerphilippe,,primary,,,false,,,Nominal syntax,4d6c246284bf695f89b2f69e41c77a5a,{}
41,Comparative adjective marking,"In this feature, we investigate the marking of degree on adjectives in comparative constructions of inequality such as English <span style=""font-style: italic;"">Mary is taller than Peter, </span>where a comparee NP (<span style=""font-style: italic;"">Mary</span>) is compared with a standard NP (<span style=""font-style: italic;"">Peter</span>) with respect to a parameter (<span style=""font-style: italic;"">tallness</span>). In such constructions, many (especially European) languages mark the adjective either by a suffix, e.g. English <span style=""font-style: italic;"">-er </span>in <span style=""font-style: italic;"">tall-er</span>, or by a degree word, e.g. French <span style=""font-style: italic;"">plus</span> 'more' in <span style=""font-style: italic;"">plus grand </span>'bigger'. 
	We use <span style=""font-style: italic;"">adjective</span> here in a semantic sense  to refer to gradable property concepts, e.g. 'big', 'small', 'short', 'long' (cf. also Feature 3 on order of adjective and noun). Morphosyntactically these property concepts can be encoded as verbs, nouns, or as a separate word class (adjectives).	
           In comparative constructions, the standard can be marked in various ways (see Feature 42 on comparative standard marking). For the present feature, we only consider constructions in which the standard is present (e.g. <span style=""font-style: italic;"">Peter</span> in <span style=""font-style: italic;"">Mary is taller than Peter</span>), not constructions in which the standard is contextually omitted (e.g. <span style=""font-style: italic;"">Mary is taller</span>), because some languages use a different construction when the standard is not expressed.",michaelissusannemaria,,primary,,,true,,,Nominal syntax,dfafe84fc33e5b16c6739a0b599cf3b3,{}
