ID,Language_ID,Primary_Text,Analyzed_Word,Gloss,Translated_Text,Meta_Language_ID,Comment,Audio
44-129,44,Ya andá húnto yo kon éle.,Ya\tandá\thúnto\tyo\tkon\téle.,PFV\tgo\ttogether\t1SG\twith\t3SG,I went together with her.,,,
46-130,46,Kyére-kyére yo komé prútas pati gúlay.,Kyére-kyére\tyo\tkomé\tprútas\tpati\tgúlay.,want-want\t1SG\teat\tfruit\tand\tvegetable,I like eating fruits and vegetables.,,,
47-142,47,Ela kumpra pan i keshi.,El\ta\tkumpra\tpan\ti\tkeshi.,3SG\tPFV\tbuy\tbread\tand\tcheese,He bought bread and cheese.,,,
47-143,47,Ela kumpra pan ku keshi.,El\ta\tkumpra\tpan\tku\tkeshi.,3SG\tPFV\tbuy\tbread\twith\tcheese,He bought a cheese sandwich. OR: He bought bread and cheese,,,
48-131,48,¿Bo a polé bae ku ele?,¿Bo\ta\tpolé\tbae\tku\tele?,you.SG\tPST\tcan\tgo\twith\thim/her,Could you go with him/her? OR: Were you able to go with him/her?,,,
48-132,48,Ele ku yo tan pa loyo.,Ele\tku\tyo\ttan\tpa\tloyo.,he/she\twith\tI\tgo\tfor\tcreek,He/she and I go to the creek.,,,
49-218,49,Ou di m w al ak Yv.,Ou\tdi\tm\tw\tal\tak\tYv.,2SG\tsay\t3SG\t2SG\tgo\tCOM\tYves,You tell me you went with Yves.,,,
49-219,49,Jan ak Mari ap pase devan on magazen soulye.,Jan\tak\tMari\tap\tpase\tdevan\ton\tmagazen\tsoulye.,Jean\tCONJ\tMarie\tINACC\tgo.past\tbefore\tINDF\tshop\tshoe,Jean and Marie are going past a shoe shop.,,,
49-221,49,Li pèdi manman n a papa l.,Li\tpèdi\tmanman\tn\ta\tpapa\tl.,3SG\thas.lost\tmother\t3SG\tand\tfather\t3SG,He/She lost his/her mother and his/her father.,,,
49-222,49,Li rive ansanm avèk mwen.,Li\trive\tansanm\tavèk\tmwen.,3SG\tarrive\ttogether\twith\t1SG,He/She arrived at the same time as I.,,,
49-223,49,Li prale ansanm avèk mwen.,Li\tprale\tansanm\tavèk\tmwen.,3SG\tPROG.go\ttogether\twith\t1SG,He/She is leaving with me.,,,
50-127,50,Jòj épi Jéra ay péché.,Jòj\tépi\tJéra\tay\tpéché.,George\twith\tGérard\tgo\tfish,George and Gérard went fishing.,,,
50-128,50,Jòj ay péché épi Jéra.,Jòj\tay\tpéché\tépi\tJéra.,George\tgo\tfish\twith\tGérard,George went fishing with Gérard.,,,
50-129,50,Jòj é Jéra ay péché.,Jòj\té\tJéra\tay\tpéché.,George\tand\tGérard\tgo\tfish,George and Gerad went fishing.,,,
50-130,50,Jòj ay péché é Jéra.,Jòj\tay\tpéché\té\tJéra.,George\tgo\tfish\twith\tGérard,George went fishing with Gerard.,,,
50-131,50,Jòj èvè Jéra ay péché.,Jòj\tèvè\tJéra\tay\tpéché.,George\twith\tGérard\tgo\tfish,George  and Gerard went fishing.,,,
50-132,50,Jòj ay péché èvè Jéra.,Jòj\tay\tpéché\tèvè\tJéra.,George\tgo\tfish\twith\tGérard,George went fishing with Gerard.,,,
51-115,51,Joj épi Jéra ay péché.,Joj\tépi\tJéra\tay\tpéché.,Joj\twith\tJéra\tgo\tfish,Joj and Jéra went fishing.,,,
51-116,51,Joj ay péché épi Jéra.,Joj\tay\tpéché\tépi\tJéra.,Joj\tgo\tfish\twith\tJéra,Joj went fishing with Jéra.,,,
51-117,51,Joj ek Jéra ay péché.,Joj\tek\tJéra\tay\tpéché.,George\twith\tGérard\tgo\tfish,Geoge and Gérard went fishing.,,,
51-118,51,Joj ay péché ek Jéra.,Joj\tay\tpéché\tek\tJéra.,George\tgo\tfish\twith\tGérard,Geoge went fishing with Gérard.,,,
51-119,51,Joj é Jéra ay péché.,Joj\té\tJéra\tay\tpéché.,George\twith\tGérard\tgo\tfish,George and Gérard went fishing.,,,
51-120,51,Joj ay péché é Jéra.,Joj\tay\tpéché\té\tJéra.,George\tgo\tfish\twith\tGérard,Geoge went fishing with Gérard.,,,
53-265,53,Bouki e Lapen je te travaje onsom.,Bouki\te\tLapen\tje\tte\ttravaje\tonsom.,Bouki\tand\tRabbit\t3PL\tPST\twork\ttogether,Bouki and Rabbit worked together.,,,
53-266,53,Te gen en mile ave en chval.,Te\tgen\ten\tmile\tave\ten\tchval.,PST\thave\tINDF.ART\tmule\twith\tINDF.ART\thorse,(I) had a mule and a horse.,,,
53-267,53,Mo gen en fiy ave en gason dan Kalifourni.,Mo\tgen\ten\tfiy\tave\ten\tgason\tdan\tKalifourni.,1SG\thave\tART.INDF\tdaughter\twith\tART.INDF\tson\tin\tCalifornia,I have a daughter and a son in California.,,,
53-268,53,Mo vini la rèste e ye.,Mo\tvini\tla\trèste\te\tye.,1SG\tcome\tthere\tlive\twith\t3PL,I came here to live with them.,,,
53-269,53,trwa lafunet e en lapòt,trwa\tlafunet\te\ten\tlapòt,three\twindow\tand\tART.INDF\tdoor,three windows and a door,,,
53-270,53,Compair Lapin vini avé so baqué.,Compair\tLapin\tvini\tavé\tso\tbaqué.,Brother\tRabbit\tcome\twith\t3SG.POSS\tbucket,Brother Rabbit came with his bucket.,,,
53-271,53,Li te vini pase en dimonch avet nouzòt.,Li\tte\tvini\tpase\ten\tdimonch\tavet\tnouzòt.,3SG\tPST\tcome\tspend\tART.INDF\tSunday\twith\t1PL,She came to spend a Sunday with us.,,,
54-150,54,Le papa ek le maman lé trakasé.,Lë\tpapa\tek\tlë\tmaman\tle\ttrakase.,DEF\tfather\twith\tDEF\tmother\tCOP.PRS\tworried,The father and the mother are worried.,,,
54-151,54,In dalon sé sak i koup la kane èk moin.,En\tdalon\tse\tsa\tk\ti\tkoup\tla\tkann\tek\tmwen.,INDF\tcompanion\tCOP\tDEM\tREL\tFIN\tcut\tDEF\tcane\twith\tme,"A ""dalon"" is the person who cuts sugar cane with me.",,,
54-152,54,Lavé zis patat ansanm dé trwa pyé kann.,Lave\tzis\tpatat\tansanm\tdetrwa\tpye\tkann.,PST.EXIST\tonly\tsweet.potatoes\twith\tsome\tplant\tsugar.cane.,There were only sweet potatoes and some sugar cane plants.,,,
54-153,54,[...] ma amenn sanb moin.,[...]\tma\tamenn\tsanm\tmwen.,[...]\t1SG.FUT\ttake\twith\tme,[...] I will take it with me.,,,
54-154,54,Zan Pyer é Zan René,Zan-Pyer\te\tZan-Rene,Jean-Pierre\tand\tJean-René,Jean-Pierre and Jean-René,,,
55-125,55,papi ek mami pre pu ale zot usi,papi\tek\tmami\tpre\tpu\tale\tzot\tusi,dad\twith\tmum\tready\tfor\tgo\t3PL\ttoo,"Daddy and Mum are ready to go, them too.",,,
56-136,56,Mari ek Pyer,Mari\tek\tPyer,Mari\twith/and\tPyer,Mari and Pyer,,,
57-75,57,frer-ta epi ser-ta le vja?,frer-ta\tepi\tser-ta\tle\tvja?,brother-POSS.2SG\tCONJ\tsister-POSS.2SG\tSI\tcome,Are your brother and sister coming?,,,
57-76,57,ma fe vwajaʃ ave(k) Marie pu visite Tahiti,ma\tfe\tvwajaʃ\tave(k)\tMarie\tpu\tvisite\tTahiti,1SG\tmake\ttrip\tCOM\tMarie\tPURP\tvisit\tTahiti,I made a trip with Marie in order to visit Tahiti.,,,
58-94,58,Petelo ná Maria me bal-ana.,Petelo\tná\tMaria\tme\tbal-ana.,Peter\tand\tMary\tPRF\tmarry-RECP,Peter and Mary have got married.,,,
59-211,59,"laso mbi na mo, i ke gwe biani","laso\tmbi\tna\tmo,\ti\tyeke\tgwe\tbiani",today\t1SG\tPREP\t2SG\t1PL\tCOP\tgo\ttruly,Today we're going for sure.,,,
59-212,59,mbi lango na ita ti mbi,mbi\tlango\tna\tita\tti\tmbi,1SG\tsleep\tPREP\tsibling\tof\t1SG,I lived with my sibling.,,,
59-213,59,mama ti mbi asara na mbi na melenge,mama\tti\tmbi\ta-sara\tna\tmbi\tna\tmelenge,mother\tof\t1SG\tPM-do\tPREP\t1SG\tPREP\tchild,My mother did it to (for) me when I was a child.,,,
60-99,60,Pierre akendákí na mwána,Pierre\ta-kend-ákí\tna\tmwána,Pierre\t3SG-go-PST\twith\tchild,Pierre went with the child.,,,
60-100,60,Pierre na mwána bakendákí,Pierre\tna\tmwána\tba-kend-ákí,Pierre\tand\tchild\t3PL-go-PST,Pierre and the child went away.,,,
61-73,61,Lo John na lo Jane yena hambile lapha Thegwin.,Lo\tJohn\tna\tlo\tJane\tyena\thamb-ile\tlapha\tThegwin.,DEF.ART\tJohn\tCOM\tDEF.ART\tJane\tthey\tgo-PST\tDAT\tDurban,John and Jane went to Durban. OR: John went with Jane to Durban OR: John went to Durban with Jane.,,,
62-67,62,ikádo na wé,ikado\tna\twe,ten\twith\tone,eleven,,,
62-68,62,sikayó na ári,si-ka-yo\tna\tárí,1SG.NEG-NEG.FUT-speak\twith\tyou,I won't talk to you.,,,
63-133,63,núbi ta Kíbra ma Mombása ma ‘endisi tofaúti,núbi\tta\tKíbra\tma\tMombása\tma\t‘endisi\ttofaúti,Nubi\tGEN\tKibera\twith\tMombasa\tNEG\thave\tdifference,The Nubi of Kibera and the ones of Mombasa are not different.,,,
63-134,63,úmun já ma British,úmun\tjá\tma\tBritish,3PL\tcome\twith\tBritish,They came with the British.,,,
63-135,63,síta u arbaín,síta\tu\tarbaín,six\tand\tforty,forty six,,,
63-137,63,kan bes anás ta Mijikénda u anás ta Rabái,kan\tbes\tanás\tta\tMijikénda\tu\tanás\tta\tRabái,ANT\tonly\tpeople\tGEN\tMijikenda\tand\tpeople\tGEN\tRabai,There was just the Mijikenda and the Rabai.,,,
64-146,64,ána wa úo anína gum rúwa fi salakána,ána\twa\túo\tanína\tgum\trúwa\tfi\tsalakána,1SG\tand\t3SG\t1PL\tget.up\tgo\tin\tSalakana,"Me and him, we made our way toward Salakana.",,,
64-147,64,banát bigum ma awlád,ban-át\tbi=gum\tma\tawlád,girl-PL\tIRR=get.up\twith\tboy.PL,The girls get up with the boys.,,,
65-110,65,"Xeʧzu kapusa kupila, salata, muka ise kupila.","Xeʧzu\tkapusa\tkupi-la,\tsalata,\tmuka\tise\tkupi-la.",Xeczu\tcabbage\tbuy-PFV\tlettuce\tflour\tmore\tbuy-PFV,"Xeczu bought cabbage, lettuce and flour.",,,
65-111,65,"Nada trista dewuʃəka, trista mal'ʧika.","Nada\ttrista\tdewuʃəka,\ttrista\tmal'ʧika.",need\tthree.hundred\tgirl\tthree.hundred\tboy,Three hundred boys and three hundred girls were needed.,,,
66-83,66,Kitampəðə lorika ka buttulkəmauan buk-pəðə yangle tua kenderapəðəyangle e-sumpang (aðA).,Kitang-pəðə\tlori\tka\tbuttulkəmauan\tbuk-pəðə-yang-le\ttua\tkendera-pəðə-yang-le\te-sumpang\t(aðA).,1PL-PL\tlorry\tin\tinteresting\tbook-PL-ACC.DEF-COM\told\tchair-PL-ACC.DEF-COM\tASP-put\t(AUX),We have put interesting books and old chairs in the truck.,,,
66-85,66,Gope sudaara dia-pe kudaali-pəðə sama luarna epi (aða).,Go-pe\tsudaara\tdia-pe\tkudaali-pəðə\tsama\tluar-na\te-pi\t(aða).,1SG-POSS\tsibling\t3SG-POSS\tfriend-PL\twith\toutside-DAT\tASP-go\t(AUX),My brother went away last weekend with his friends.,,,
67-150,67,"Saya suka pergi market pun, beli barang, beli ikan sama udang.","Saya\tsuka\tpergi\tmarket\tpun,\tbeli\tbarang,\tbeli\tikan\tsama\tudang.",1SG\tlike\tgo\tmarket\talso\tbuy\tthing\tbuy\tfish\tand\tprawn,"I also love to go to the market, buying things, buying fish and prawns.",,,
67-151,67,Saya minum  kope dan loti ah sarapan pagi.,Saya\tminum\tkope\tdan\tloti\tah\tsarapan\tpagi.,1SG\tdrink\tcoffee\tand\tbread\tTOP\tbreakfast\tmorning,I drink coffee and bread for breakfast.,,,
67-152,67,Saya tinggal sama tak Melayu.,Saya\ttinggal\tsama\ttak\tMelayu.,1SG\tlive\tsame\tNEG\tMalay,I lived with non-Malays.,,,
67-153,67,Sekarang banyak orang cerita sama orang Puteh.,Sekarang\tbanyak\torang\tcerita\tsama\torang\tPuteh.,now\tmany\tperson\tspeak\twith\tperson\twhite,Now many people speak English.,,,
67-154,67,Tony ada dua anak jantan dan dua anak perempuan.,Tony\tada\tdua\tanak\tjantan\tdan\tdua\tanak\tperempuan.,Tony\thave\ttwo\tchild\tmale\tand\ttwo\tchild\tfemale,Tony had two sons and two daughters.,,,
68-86,68,"Des, papa deng mama seng mara-mara lai, su bai.","Des,\tpapa\tdeng\tmama\tseng\tmara~mara\tlai,\tsu\tbai.",so\tfather\tand\tmother\tNEG\tangry~angry\tagain\talready\tgood,"So, father and mother were not angry anymore, everything was okay.",,,
69-54,69,Kayan kandək Paput kandək mambi mariakənan,Kayan\tkandək\tPaput\tkandək\tmambi\tmariakə-nan,Kayan\tOBL\tPaput\tOBL\tagain\ttalk-NONFUT,Kayan and Paput spoke.,,,
71-124,71,"Wau me Ah Tini So, Aho, noho ma ka lumi paina.","Wau\tme\tAh\tTini\tSo,\tAho,\tnoho\tma\tka\tlumi\tpaina.",1SG\twith\tAh\tTini\tSo\tAho\tstay\tLOC\tDEF\troom\tmeal,"Ah Tini So, Aho, and I were in the dining room.",,,
71-125,71,George Bell Jr. a me Kawai hele malalo.,George\tBell\tJr.\ta\tme\tKawai\thele\tmalalo.,George\tBell\tJr.\tand\twith\tKawai\tgo\tdown,George Bell Jr. and Kawai went down.,,,
71-126,71,Maua halawai me Naukana.,Maua\thalawai\tme\tNaukana.,1DU\tmeet\twith\tNaukana,The two of us met with Naukana.,,,
71-127,71,Henry huipu wau inu akahi omole.,Henry\thuipu\twau\tinu\takahi\tomole.,Henry\ttogether.with\t1SG\tdrink\tone\tbottle,Henry and I drank one bottle (of beer).,,,
72-106,72,Ngapujuyawung i bin gubek.,Ngapuju-yawung\ti\tbin\tgu-bek.,grandmother-COM\t3SG.SBJ\tPST\tgo-back,She went back with her grandmother.,,,79af8efad47e4710272f38daca059e59
72-107,72,Dat karu an dat warlakungku dei bin luk olda yapakayiwan ngakparnwalija.,Dat\tkaru\tan\tdat\twarlaku-ngku\tdei\tbin\tluk\tolda\tyapakayi-wan\tngakparn-walija.,the\tchild\tand\tthe\tdog-ERG\t3PL.SBJ\tPST\tlook\tall\tsmall-NMLZ\tfrog-PAUC,The child and the dog looked at all of the small frogs.,,,988c773e0934a4cc5383c8d646b72e58
72-108,72,Dei bin luk det ngakparn gat nyanuny femli.,Dei\tbin\tluk\tdet\tngakparn\tgat\tnyanuny\tfemli.,3PL.SBJ\tPST\tsee\tthe\tfrog\tCOM\t3SG.DAT\tfamily,They saw the frog with his family.,,,1e6eee5c25410c4670545db73c6e8bdb
73-75,73,mariyaun pedrun,mariya-un\tpedru-n,Mary-INS\tPeter-INS,Mary and Peter,,,
74-108,74,náyka mákmak sáplil pi uláli,náyka\tmákmak\tsáplil\tpi\tuláli,1SG\teat\tbread\tand\tberries,I eat bread and berries.,,,
74-109,74,náyka mámuk xwim stik kánamakwst Ben,náyka\tmámuk\txwim\tstik\tkánamakwst\tBen,1SG\tmake\tfall\tstick\ttogether\tBen,I fell trees in Ben’s company.,,,
74-110,74,hayás tlaxáwya kánamakwst náyka úlman,hayás\ttlaxáwya\tkánamakwst\tnáyka\túlman,much\tmiserable\ttogether\t1SG\told,I was very miserable with my wife.,,,
74-189,74,łas mílayt ixt lamyái 	pi 	kwí’im,łas\tmílayt\tixt\tlamyái\tpi\tkwí’im,3PL\tsit\tone\told.woman\tand\tgrandchild,An old woman and her grandchild lived there.,,,
75-179,75,Taapwee awena chipamihaat eekwa ohi la kariol pi lii zhvoo.,Taapwee\tawena\tchi-pamih-aat\teekwa\tohi\tla\tkariol\tpi\tlii\tzhvoo.,really\twho\tCOMP.FUT-drive.ANIM-3.SBJ.3.OBJ\tnow\tDEM.PROX.OBV\tDEF.ART.F.SG\tcarriage\tand\tART.PL\thorse.PL,"Really, who was now going to drive this carriage and the horses?",,,
75-180,75,li praens pi sii servan,li\tpraens\tpi\tsii\tservan,DEF.ART.M.SG\tprince\tand\tPOSS.3PL\tservant,the prince and his servants,,,
75-181,75,lii zhvooo [...] avek lii boo harnwe miina lii boo zartelaazh,lii\tzhvooo\t[...]\tavek\tlii\tboo\tharnwe\tmiina\tlii\tboo\tzartelaazh,ART.PL\thorse.PL\t[...]\twith\tART.PL\tbeautiful.M\tharness\talso\tART.PL\tbeautiful.M\tbridle,horses [...] with good harnesses as well as good bridles,,,
75-182,75,Pi li rwe eekwa la renn iteewak.,Pi\tli\trwe\teekwa\tla\trenn\tit-eew-ak.,then/and\tDEF.ART.M.SG\tking\tand\tDEF.ART.F.SG\tqueen\tsay.TR-3.SBJ.3.OBJ-PL,And the King and the Queen said to him:,,,
1-173,1,Joe buy gi wini en takki homan potti taffele.,Yu\tboi\tgi\twini\tèn\ttaki\tuma\tpoti\ttafra.,2SG\tboy\tgive\twine\tand\tsay\twoman\tput\ttable,"You boy, serve some wine and tell the women to set the table.",,,
1-174,1,"Mi tatta de worko teh tideh, kaba mi de worko tu.","Mi\ttata\tde\twroko\tte\ttide,\tkaba\tmi\tde\twroko\ttu.",1SG\tfather\tASP\twork\tuntil\ttoday\tand\t1SG\tASP\twork\ttoo,My father is working until today and I keep working too.,,,
2-180,2,Yu e go na a mma dan yu o taki.,Yu\te\tgo\tna\ta\tmma\tdan\tyu\to\ttaki.,2SG\tIPFV\tgo\tLOC\tDET\tmother\tthen\t2SG\tFUT\ttalk,You’d go to the mother and you’d speak.,,,
2-181,2,Boiki papa ben prani gruntu èn a ben kewki fowru nanga wan kaw.,Boiki\tpapa\tben\tprani\tgruntu\tèn\ta\tben\tkewki\tfowru\tnanga\twan\tkaw.,Boiki\tfather\tPST\tplant\tvegetable\tand\t3SG\tPST\traise\tchicken\twith\tART\tcow,"Boiki’s father grew vegetables, and he raised chickens and a cow.",,,
3-86,3,A náki en hén a  kíi en.,A\tnáki\ten\thén\ta\tkíi\ten.,3SG\thit\t3SG\tand.then\t3SG\tkill\t3SG,He hit it and he killed it.,,,
3-87,3,wan mbéti fátu súti-wan,wan\tmbéti\tfátu\tsúti-wan,a\tanimal\tfat\tsweet-one,a fat and sweet piece of meat,,,
3-88,3,mi ku én,mi\tku\tén,1SG\tand\t3SG,me and him,,,
4-122,4,Baa B. be e sikiifi biifi da Baa D. be e leisi buku.,Baa\tB.\tbe\te\tsikiifi\tbiifi\tda\tBaa\tD.\tbe\te\tleisi\tbuku.,Mr\tB.\tPST\tIPFV\twrite\tletter\tthen/and\tMr\tD.\tPST\tIPFV\tread\tbook,Mr B. was writing letters and Mr D. was reading.,,,
4-123,4,Baa Dagu anga Baa Koo be go piki manyan.,Baa\tDagu\tanga\tBaa\tKoo\tbe\tgo\tpiki\tmanyan.,Mr\tDog\twith\tMr\tTurtle\tPST\tgo\tpick\tmango,Mr Dog and Mr Turtle had gone mango picking.,,,
5-119,5,an di - leedii ton bak an sok i,an	di	-	leedii	ton	bak	an	sok	i,and	the	 	lady	turn	back	and	suck	him,"And the lady in retaliation, sucked his blood. OR: The lady turned back and sucked him (his blood).",,,
5-120,5,mii an Sita gu skuul tugeda,mii\tan\tSita\tgu\tskuul\ttugeda,1SG\tand\tSita\tgo\tschool\ttogether,Sita and I were in school together.,,,
6-76,6,Lal an Deena goin Barbados.,Lal\tan\tDeena\tgoin\tBarbados.,Lal\tCONJ\tDeena\tgo.PROG\tBarbados.,Lal and Deena are going to Barbados.,,,
6-126,6,Teena wokin an savin shi money.,Teena\twokin\tan\tsavin\tshi\tmoney.,Teena\twork.PROG\tCONJ\tsave.PROG\t3SG.POSS\tmoney,Teena is working and saving her money.,,,
7-173,7,Mi an shi de.,Mi\tan\tshi\tde.,1SG\tand\t3SG.F\tCOP.LOC,She and I are together. OR: She and I are in an intimate relationship.,,,
7-174,7,Dem laaf an taak tugyeda.,Dem\tlaaf\tan\ttaak\ttugyeda.,3PL\tlaugh\tand\ttalk\ttogether,They laughed and talked to each other.,,,
8-109,8,Jan an Mieri kuk an nyam di bikl.,Jan\tan\tMieri\tkuk\tan\tnyam\tdi\tbikl.,John\tand\tMary\tcook\tand\teat\tDET\tvictual,John and Mary cooked and ate the food.,,,
8-110,8,Di man an di uman wash di kluoz an kliin di ous.,Di\tman\tan\tdi\tuman\twash\tdi\tkluoz\tan\tkliin\tdi\tous.,DET\tman\tCONJ\tDET\twoman\twash\tDET\tclothes\tCONJ\tclean\tDET\thouse,The man and the woman washed the clothes and cleaned the house.,,,
9-137,9,I kum op n̩ i kom owta di bowt.,I\tkum\top\tn̩\ti\tkom\towta\tdi\tbowt.,3SG\tcome\tup\tand\t3SG\tcome\tout.of\tthe\tboat,He came up and got out of the boat.,,,
10-161,10,An dehn uopn di doa an ihn gaan iin.,An\tdehn\tuopn\tdi\tdoa\tan\tihn\tgaan\tiin.,and\t3PL\topen\tART.DEF\tdoor\tand\t3SG\tgo.ANT\tin,And they opened the door and he went inside.,,,
10-162,10,Beda Naansi an Beda Taiga,Beda\tNaansi\tan\tBeda\tTaiga,Brother\tAnansi\tand\tBrother\tTiger,Brother Anansi and Brother Tiger,,,
11-225,11,flauwa an saalt,flauwa\tan\tsaalt,flour\tand\tsalt,flour and salt,,,
11-226,11,Yu gwan on di biich an yu kech fish.,Yu\tgwan\ton\tdi\tbiich\tan\tyu\tkech\tfish.,2SG\tgo.on\ton\tART.DEF\tbeach\tand\t2SG\tkech\tfish,You go onto the beach and you catch some fish.,,,
12-172,12,"Uh - me and my best friend was on Montague Beach, swimming, and at that time, uh - ain't no one was on the beach, and that was late in the night.",[...]\tme\tand\tmy\tbest\tfriend\twas\ton\tMontague\tBeach\t[...],[...]\t1SG.SBJ\tCONJ\t1SG.POSS\tbest\tfriend\t1PL.COP.PST\ton\tMontague\tBeach\t[...],"[...] me and my best friend were on Montague Beach [and at that time no one was on the beach, and it was late at night].",,,
12-173,12,"She have two younger sister, and she jealous.","She\thave\ttwo\tyounger\tsister,\tand\tshe\tjealous.",3SG.SBJ\thave\ttwo\tyounger\tsister[PL]\tCONJ\t3SG.SBJ\tjealous,"She has two younger sisters, and she's jealous.",,,
13-131,13,"We will plant potato, and dig potato, and bank əm.","We\twill\tplant\tpotato,\tand\tdig\tpotato,\tand\tbank\təm.",we\twill\tplant\tpotato\tand\tdig\tpotato\tand\tbank\tthem,We would plant potatoes and dig potatoes and bank them.,,,
14-91,14,Bruce and his friend laughed and danced with each other.,Bruce\tand\this\tfriend\tlaughed\tand\tdanced\twith\teach\tother.,Bruce\tand\this\tfriend\tlaughed\tand\tdanced\twith\teach\tother,Bruce and his friend laughed and danced with each other.,,,
15-100,15,di titi di rid ɛn di bɔbɔ di slip,di\ttiti\tdi\trid\tɛn\tdi\tbɔbɔ\tdi\tslip,ART\tgirl\tPROG\tread\tand\tART\tboy\tPROG\tsleep,The girl is reading and the boy is sleeping.,,,
16-98,16,dɛ waif ɛn dɛ mɔda dè de insaid rum ɛn dɛ smɔ smɔ pikin dè de,dɛ\twaif\tɛn\tdɛ\tmɔda\tdè\tde\tinsaid\trum\tɛn\tdɛ\tsmɔ~smɔ\tpikin\tdè\tde,ART\twife\tand\tART\tmother\t3PL\tCOP\tinside\troom\tand\tART\tsmall~small\tchild\t3PL\tCOP,The wife and the mother stay in the room and the small children stay (in the room).,,,
16-99,16,so kɔnfjuʃɛn kam bitwin dɛ dagɔmba ɛen dɛn dɛ kɔŋkɔmba pipu,so\tkɔnfjuʃɛn\tkam\tbitwin\tdɛ\tdagɔmba\tɛen\tdɛn\tdɛ\tkɔŋkɔmba\tpipu,so\tconfusion\tcome\tbetween\tART\tDagomba\tand\tthen\tART\tKonkomba\tpeople,So discord arose between the Dagombas and the Konkombas.,,,
16-100,16,ì tɛl às mek wì mek wan maf ɛn dɛn klin nima,ì\ttɛl\tàs\tØ\tmek\twì\tmek\twan\tmaf\tɛn\tdɛn\tklin\tnima,3SG\ttell\t1PL.OBL\tØ\tCAUS/IMP\t1PL\tmake\tone\tmouth\tand\tthen\tclean\tNima,He told us to act in unison and clean Nima.,,,
17-116,17,Ìm folo yù go tawn bay nyam.,Ìm\tfolo\tyù\tgo\ttawn\tbay\tnyam.,3SG.SBJ\tfollow.COM\t2SG.SBJ\tgo\ttown\tbuy\tyam,S/he and you went to town and bought yams.,,,
17-117,17,Ìm ànd yù go tawn (ànd) bay nyam.,Ìm\tànd\tyù\tgo\ttawn\t(ànd)\tbay\tnyam.,3SG.SBJ\tand.COM\t2SG.SBJ\tgo\ttown\t(and)\tbuy\tyam,She and you went to town and bought yams.,,,
18-104,18,Mary di rid buk an john di kuk.,Mary\tdi\trid\tbuk\tan\tjohn\tdi\tkuk.,Mary\tIPFV\tread\tbook\tand\tJohn\tIPFV\tcook,Mary is reading a book and John is cooking.,,,
19-137,19,[...] è kan syek dì plet àn dì plet kan brok.,[...]\tè\tkan\tsyek\tdì\tplet\tàn\tdì\tplet\tkan\tbrok.,[...]\t3SG.SBJ\tPFV\tshake\tDEF\tplate\tand\tDEF\tplate\tPFV\tbreak,[...] he shook the plate and the plate broke.,,,
19-138,19,"Pero we à kan mit dis man, we wì bìgín bɔn ìn yon pìkín dɛ̀n.","Pero\twe\tà\tkan\tmit\tdis\tman,\twe\twì\tbìgín\tbɔn\tìn\tyon\tpìkín\tdɛ̀n.",but\tSUBORD\t1SG.SBJ\tPFV\tmeet\tthis\tman\tSUBORD\t1PL\tbegin\tgive.birth\t3SG.POSS\town\tchild\tPL,"But then/when I met this man, and then we began to have his own children.",,,
19-139,19,À gò rɔn à kɛràn go à go hospital.,À\tgò\trɔn\tà\tkɛr=àn\tgo\tà\tgo\thospital.,1SG.SBJ\tPOT\trun\t1SG.SBJ\tcarry=3SG.OBJ\tgo\t1SG.SBJ\tgo\thospital,I would run and take her and go to [the] hospital.,,,
19-140,19,Concha fala Princess go viaje.,Concha\tfala\tPrincess\tgo\tviaje.,Concha\tfollow\tPrincess\tgo\tvoyage,Concha and Princess went on a voyage together.,,,
20-99,20,Young mandulin man hab see she and want for make buy she.,Young\tmandulin\tman\thab\tsee\tshe\tand\twant\tfor\tmake\tbuy\tshe.,young\tmandarin\tman\tPFV\tsee\t3SG\tand\twant\tfor\tmake\tbuy\t3SG,The young mandarin saw her and wanted to buy her.,,,
20-100,20,My wantchee some preservoo some pickle.,My\twantchee\tsome\tpreservoo\tsome\tpickle.,1SG\twant\tsome\tpreserve\tsome\tpickle,I want some preserves and some pickles.,,,
20-101,20,"Becauso my wantchee leavoo out room putee firewood, water, chow chow.","Becauso\tmy\twantchee\tleavoo\tout\troom\tputee\tfirewood,\twater,\tchow\tchow.",because\t1SG\twant\tleave\tout\troom\tput\tfirewood\twater\tfood\tfood,"For I have to leave room to put firewood, water and provisions.",,,
20-102,20,Makee stand makee wait alla day.,Makee\tstand\tmakee\twait\talla\tday.,make\tstand\tmake\twait\tall\tday,You have to stand and wait there the whole day.,,,
21-94,21,He and his girlfriend quarrelled.,He\tand\this\tgirlfriend\tquarrell-ed.,3SG\tand\t3SG.POSS\tgirlfriend\tquarrel-PST,He and his girlfriend quarrelled.,,,
21-95,21,He cooked and she cleaned.,He\tcook-ed\tand\tshe\tclean-ed.,3SG\tcook-PST\tand\t3SG\tclean-PST,He cooked and she cleaned.,,,
22-127,22,Tupela boi na tripela boi mekim faivpela.,Tupela\tboi\tna\ttripela\tboi\tmekim\tfaivpela.,two\tboy\tand\tthree\tboy\tmake\tfive,Two boys and three boys are five boys.,,,
22-128,22,Skul i pinis na mi go long ples.,Skul\ti\tpinis\tna\tmi\tgo\tlong\tples.,school\tPM\tfinish\tand\t1SG\tgo\tPREP\tvillage,"School was over, and so I went home.",,,
