ID,Parameter_ID,Name,Description,Number,icon,color,abbr
130-3,130,[h] exists only in loanwords,,3,pie-100-FFFF00.png,FFFF00,[h] exists only in loanwords
130-4,130,[h] does not exist,,4,pie-100-FFFFFF.png,FFFFFF,[h] does not exist
131-1,131,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
131-2,131,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
131-3,131,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
131-4,131,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
132-1,132,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
132-2,132,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
132-3,132,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
132-4,132,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
133-1,133,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
133-2,133,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
133-3,133,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
133-4,133,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
134-1,134,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
134-2,134,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
134-3,134,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
134-4,134,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
135-1,135,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
135-2,135,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
135-3,135,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
135-4,135,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
136-1,136,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
136-2,136,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
136-3,136,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
136-4,136,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
137-1,137,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
137-2,137,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
137-3,137,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
137-4,137,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
138-1,138,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
138-2,138,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
138-3,138,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
138-4,138,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
139-1,139,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
139-2,139,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
139-3,139,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
139-4,139,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
140-1,140,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
140-2,140,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
140-3,140,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
140-4,140,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
141-1,141,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
141-2,141,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
141-3,141,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
141-4,141,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
142-1,142,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
142-2,142,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
142-3,142,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
142-4,142,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
143-1,143,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
143-2,143,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
143-3,143,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
143-4,143,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
144-1,144,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
144-2,144,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
144-3,144,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
144-4,144,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
145-1,145,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
145-2,145,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
145-3,145,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
145-4,145,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
146-1,146,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
146-2,146,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
146-3,146,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
146-4,146,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
147-1,147,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
147-2,147,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
147-3,147,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
147-4,147,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
148-1,148,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
148-2,148,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
148-3,148,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
148-4,148,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
149-1,149,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
149-2,149,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
149-3,149,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
149-4,149,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
150-1,150,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
150-2,150,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
150-3,150,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
150-4,150,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
151-1,151,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
151-2,151,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
151-3,151,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
151-4,151,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
152-1,152,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
152-2,152,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
152-3,152,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
152-4,152,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
153-1,153,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
153-2,153,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
153-3,153,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
153-4,153,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
154-1,154,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
154-2,154,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
154-3,154,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
154-4,154,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
155-1,155,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
155-2,155,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
155-3,155,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
155-4,155,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
156-1,156,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
156-2,156,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
156-3,156,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
156-4,156,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
157-1,157,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
157-2,157,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
157-3,157,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
157-4,157,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
158-1,158,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
158-2,158,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
158-3,158,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
158-4,158,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
159-1,159,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
159-2,159,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
159-3,159,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
159-4,159,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
160-1,160,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
160-2,160,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
160-3,160,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
160-4,160,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
161-1,161,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
161-2,161,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
161-3,161,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
161-4,161,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
162-1,162,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
162-2,162,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
162-3,162,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
162-4,162,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
163-1,163,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
163-2,163,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
163-3,163,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
163-4,163,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
164-1,164,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
164-2,164,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
164-3,164,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
164-4,164,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
165-1,165,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
165-2,165,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
165-3,165,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
165-4,165,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
166-1,166,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
166-2,166,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
166-3,166,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
166-4,166,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
167-1,167,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
167-2,167,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
167-3,167,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
167-4,167,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
168-1,168,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
168-2,168,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
168-3,168,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
168-4,168,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
169-1,169,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
169-2,169,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
169-3,169,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
169-4,169,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
170-1,170,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
170-2,170,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
170-3,170,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
170-4,170,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
171-1,171,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
171-2,171,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
171-3,171,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
171-4,171,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
172-1,172,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
172-2,172,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
172-3,172,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
172-4,172,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
173-1,173,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
173-2,173,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
173-3,173,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
173-4,173,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
174-1,174,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
174-2,174,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
174-3,174,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
174-4,174,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
175-1,175,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
175-2,175,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
175-3,175,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
175-4,175,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
176-1,176,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
176-2,176,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
176-3,176,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
176-4,176,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
177-1,177,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
177-2,177,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
177-3,177,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
177-4,177,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
178-1,178,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
178-2,178,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
178-3,178,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
178-4,178,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
179-1,179,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
179-2,179,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
179-3,179,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
179-4,179,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
180-1,180,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
180-2,180,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
180-3,180,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
180-4,180,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
181-1,181,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
181-2,181,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
181-3,181,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
181-4,181,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
182-1,182,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
182-2,182,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
182-3,182,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
182-4,182,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
183-1,183,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
183-2,183,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
183-3,183,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
183-4,183,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
184-1,184,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
184-2,184,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
184-3,184,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
184-4,184,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
185-1,185,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
185-2,185,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
185-3,185,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
185-4,185,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
186-1,186,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
186-2,186,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
186-3,186,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
186-4,186,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
187-1,187,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
187-2,187,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
187-3,187,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
187-4,187,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
188-1,188,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
188-2,188,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
188-3,188,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
188-4,188,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
189-1,189,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
189-2,189,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
189-3,189,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
189-4,189,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
190-1,190,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
190-2,190,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
190-3,190,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
190-4,190,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
191-1,191,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
191-2,191,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
191-3,191,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
191-4,191,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
192-1,192,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
192-2,192,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
192-3,192,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
192-4,192,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
193-1,193,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
193-2,193,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
193-3,193,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
193-4,193,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
194-1,194,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
194-2,194,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
194-3,194,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
194-4,194,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
195-1,195,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
195-2,195,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
195-3,195,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
195-4,195,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
196-1,196,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
196-2,196,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
196-3,196,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
196-4,196,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
197-1,197,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
197-2,197,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
197-3,197,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
197-4,197,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
198-1,198,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
198-2,198,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
198-3,198,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
198-4,198,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
199-1,199,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
199-2,199,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
199-3,199,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
199-4,199,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
200-1,200,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
200-2,200,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
200-3,200,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
200-4,200,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
201-1,201,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
201-2,201,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
201-3,201,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
201-4,201,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
202-1,202,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
202-2,202,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
202-3,202,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
202-4,202,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
203-1,203,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
203-2,203,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
203-3,203,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
203-4,203,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
204-1,204,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
204-2,204,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
204-3,204,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
204-4,204,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
205-1,205,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
205-2,205,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
205-3,205,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
205-4,205,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
206-1,206,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
206-2,206,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
206-3,206,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
206-4,206,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
207-1,207,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
207-2,207,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
207-3,207,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
207-4,207,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
208-1,208,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
208-2,208,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
208-3,208,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
208-4,208,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
209-1,209,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
209-2,209,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
209-3,209,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
209-4,209,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
210-1,210,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
210-2,210,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
210-3,210,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
210-4,210,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
211-1,211,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
211-2,211,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
211-3,211,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
211-4,211,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
212-1,212,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
212-2,212,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
212-3,212,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
212-4,212,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
213-1,213,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
213-2,213,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
213-3,213,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
213-4,213,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
214-1,214,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
214-2,214,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
214-3,214,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
214-4,214,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
215-1,215,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
215-2,215,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
215-3,215,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
215-4,215,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
216-1,216,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
216-2,216,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
216-3,216,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
216-4,216,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
217-1,217,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
217-2,217,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
217-3,217,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
217-4,217,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
218-1,218,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
218-2,218,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
218-3,218,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
218-4,218,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
219-1,219,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
219-2,219,Exists only as a minor allophone,,2,pie-100-FFB6C1.png,FFB6C1,
219-3,219,Exists only in loanwords,,3,pie-100-F7F713.png,F7F713,
219-4,219,Does not exist,,4,pie-100-FFFFFF.png,FFFFFF,
220-1,220,Exists (as a major allophone),,1,pie-100-FC3535.png,FC3535,
