pk,jsondata,id,name,description,markup_description,date,version
56,,56,Seychelles Creole,"Seychelles Creole (autoglossonym: kreol (seselwa)) is a French-based creole language spoken by some 80,000 people in the Republic of the Seychelles in the Indian Ocean (east of Kenya), and by an unknown number of diaspora speakers in Kenya, the United Kingdom, Australia, and New Zealand. Since 1978 Seychelles Creole has been one of the three official languages besides English and French. Creole is the native language of about 95 per cent of the population. In 1982 it was introduced as a language of instruction in primary schools and has been used in different formal communication contexts, for example, in the media (television, radio, newspapers) and in court. But during the last 15 years, the use of written varieties of Seychelles Creole has lost much of its former significance to English.

The default lect that we chose for description in APiCS is roughly the speech of 40-60 year old educated Seychelles people living in the capital of Victoria. All constructed examples are given by Marcel Rosalie, a native speaker of Seychelles Creole. Examples which come from other lects/sources are indicated in the dataset: French-influenced, older generation, and written. The main source for the older-generation lect is Bollée & Rosalie (1994). If this lect does not deviate from our default lect, examples from this source are also cited under default lect. Examples from the written lect come from the online journal Seychelles Nation (http://www.nation.sc). Some rare examples are French-influenced. Even though French as the lexifier language of Seychelles Creole lost its major significance vis a vis the creole language (in 1814, the Seychelles became a British colony after the Napoleonic Wars), one certainly can detect a certain impact of French on the written varieties of Seychelles Creole.","Seychelles Creole (autoglossonym: kreol (seselwa)) is a French-based creole language spoken by some 80,000 people in the Republic of the Seychelles in the Indian Ocean (east of Kenya), and by an unknown number of diaspora speakers in Kenya, the United Kingdom, Australia, and New Zealand. Since 1978 Seychelles Creole has been one of the three official languages besides English and French. Creole is the native language of about 95 per cent of the population. In 1982 it was introduced as a language of instruction in primary schools and has been used in different formal communication contexts, for example, in the media (television, radio, newspapers) and in court. But during the last 15 years, the use of written varieties of Seychelles Creole has lost much of its former significance to English.

The <span style=""font-weight: bold;"">default lect</span> that we chose for description in <span style=""font-style: italic;"">APiCS </span>is roughly the speech of 40-60 year old educated Seychelles people living in the capital of Victoria. All constructed examples are given by Marcel Rosalie, a native speaker of Seychelles Creole. Examples which come from other lects/sources are indicated in the dataset: <span style=""font-weight: bold;"">French-influenced</span>, <span style=""font-weight: bold;"">older generation</span>, and <span style=""font-weight: bold;"">written</span>. The main source for the <span style=""font-weight: bold;"">older-generation</span> lect is Bollée &amp; Rosalie (1994). If this lect does not deviate from our default lect, examples from this source are also cited under default lect. Examples from the <span style=""font-weight: bold;"">written</span> lect come from the online journal <span style=""font-style: italic;"">Seychelles Nation</span> (http://www.nation.sc). Some rare examples are <span style=""font-weight: bold;"">French-influenced</span>. Even though French as the lexifier language of Seychelles Creole lost its major significance vis a vis the creole language (in 1814, the Seychelles became a British colony after the Napoleonic Wars), one certainly can detect a certain impact of French on the written varieties of Seychelles Creole.",,1
57,,57,Tayo,"Tayo is a French-based creole spoken by around 3000 people in and around Saint-Louis in Southern New Caledonia, a Pacific Island politically linked to France as a collectivité française d'Outre-mer. It is one of the oldest and probably the best known example of a whole range of contact varieties that emerged between French and other languages of Melanesian, Polynesian, Asian or Indo-European origin throughout New Caledonia. It is spoken by less than 1% of the inhabitants of the country, but it is understood by the majority of the autochthons, through mechanisms of inter-comprehension between Tayo and the local varieties of New Caledonian French. Our description of the linguistic system stems mainly from the 1980s and 1990s. The data collection was conducted over a period of several years by Sabine Ehrhart, with the help of three generations of a family situated holding a core position within the Saint-Louis tribe (children, parents and grand-parents). However, the majority of the features presented in Ehrhart’s publications and also in the default lect for APiCS stem from the older generation, with Vianney Wamytan being the main informant. Examples come from the publications indicated and for some of them from Sabine Ehrhart herself who after ten years of almost daily contact with the people from Saint-Louis has obtained sufficient knowledge of the grammar in order to be able to give this kind of information. However, her lect has stayed traditional as she left the place in 1999 and during her visits in 2003 and 2006, she noticed that there had been developments and structural changes. The innovative features of the speech used by the younger generations are not represented here as we have taken the decision not to mix the data and to present a homogeneous corpus from the temporal point of view.","Tayo is a French-based creole spoken by around 3000 people in and around Saint-Louis in Southern New Caledonia, a Pacific Island politically linked to France as a <span style=""font-style: italic;"">collectivité française d'Outre-mer</span>. It is one of the oldest and probably the best known example of a whole range of contact varieties that emerged between French and other languages of Melanesian, Polynesian, Asian or Indo-European origin throughout New Caledonia. It is spoken by less than 1% of the inhabitants of the country, but it is understood by the majority of the autochthons, through mechanisms of inter-comprehension between Tayo and the local varieties of New Caledonian French. Our description of the linguistic system stems mainly from the 1980s and 1990s. The data collection was conducted over a period of several years by Sabine Ehrhart, with the help of three generations of a family situated holding a core position within the Saint-Louis tribe (children, parents and grand-parents). However, the majority of the features presented in Ehrhart’s publications and also in the <span style=""font-weight: bold;"">default lect </span>for <span style=""font-style: italic;"">APiCS </span>stem from the older generation, with Vianney Wamytan being the main informant. Examples come from the publications indicated and for some of them from Sabine Ehrhart herself who after ten years of almost daily contact with the people from Saint-Louis has obtained sufficient knowledge of the grammar in order to be able to give this kind of information. However, her lect has stayed traditional as she left the place in 1999 and during her visits in 2003 and 2006, she noticed that there had been developments and structural changes. The innovative features of the speech used by the younger generations are not represented here as we have taken the decision not to mix the data and to present a homogeneous corpus from the temporal point of view.",,1
58,,58,Kikongo-Kituba,"Kikongo-Kituba is spoken by over 10 million people in the provinces of Bas-Congo and Bandundu in the Democratic Republic of Congo (DRC) and in the southern part of the Republic of Congo. Whether or not it is regarded as a creole depends on whether or not one associates creoles exclusively with European lexifiers in plantation settlement colonies. It was lexified by Kimanyanga, one of the languages in the Kikongo cluster. It dates from the late 19th or early 20th century, after the Belgian colonial administration of the then Congo Free State imported laborers speaking diverse Bantu languages from various parts of central Africa to build the railroad between the Atlantic coast and the capital city, Kinshasa (then called Léopoldville). It has also been associated with the colonial auxiliaries brought from West Africa by the Belgian administrators to serve as intermediaries and interpreters. Both the laborers and auxiliaries adopted Kimanyanga, which had served as a trade lingua franca from the Atlantic coast to the interior, for communication with the locals and among themselves, while they lived segregated from both the Europeans and the locals. The particular settings in which these populations were brought to co-exist were designated as ""centres extra-coutumiers"" ‘non-traditional centers’, the ancestors of present-day cities, associated with modern economic activities. As the colonial administration expanded into the interior, beyond the lower Congo River area, the restructured Kimanyanga spread with it. Functioning at first as a lingua franca, it evolved into an urban vernacular. Bearing influence from the various Bantu languages it came in contact with, it speciated into a new language. From these new urban centers, it spread as a regional lingua franca. Regarding regional variation, which does not impede mutual intelligibility, see Mufwene (1997). The data for the default lect in APiCS are from the Bandundu area.","Kikongo-Kituba is spoken by over 10 million people in the provinces of Bas-Congo and Bandundu in the Democratic Republic of Congo (DRC) and in the southern part of the Republic of Congo. Whether or not it is regarded as a creole depends on whether or not one associates creoles exclusively with European lexifiers in plantation settlement colonies. It was lexified by Kimanyanga, one of the languages in the Kikongo cluster. It dates from the late 19th or early 20th century, after the Belgian colonial administration of the then Congo Free State imported laborers speaking diverse Bantu languages from various parts of central Africa to build the railroad between the Atlantic coast and the capital city, Kinshasa (then called Léopoldville). It has also been associated with the colonial auxiliaries brought from West Africa by the Belgian administrators to serve as intermediaries and interpreters. Both the laborers and auxiliaries adopted Kimanyanga, which had served as a trade lingua franca from the Atlantic coast to the interior, for communication with the locals and among themselves, while they lived segregated from both the Europeans and the locals. The particular settings in which these populations were brought to co-exist were designated as ""centres extra-coutumiers"" ‘non-traditional centers’, the ancestors of present-day cities, associated with modern economic activities. As the colonial administration expanded into the interior, beyond the lower Congo River area, the restructured Kimanyanga spread with it. Functioning at first as a lingua franca, it evolved into an urban vernacular. Bearing influence from the various Bantu languages it came in contact with, it speciated into a new language. From these new urban centers, it spread as a regional lingua franca. Regarding regional variation, which does not impede mutual intelligibility, see Mufwene (1997). The data for the default lect in <span style=""font-style: italic;"">APiCS</span> are from the Bandundu area.",,1
60,,60,Lingala,"Lingala has its origins in a process of pidginization that took place in the early 1880s involving the Central African language Bobangi as main lexifier. In 1884, the resulting pidgin was taken to the colonial state post Bangala Station (today, Mankanza), where it underwent expanding influence from the local languages and where it received its first glossonym, “Bangala”. From the late 1880s onwards, the language spread from the station in north-eastward direction, as far as the Sudanese border, and in southward direction, as far as Léopoldville (now, Kinshasa). In each place, influence from local languages further expanded the language along independent trajectories. On top of this, in the first decade of the 20th century, missionaries working in the Bangala Station area (then renamed Nouvelle-Anvers) embarked on a vast project of prescriptive corpus planning, also suggesting the new glossonym “Lingala”. The engineered variant gained ground in the north-western region of the Belgian Congo, where the language as spoken today still very much resembles the way the missionaries designed it to be. But in Léopoldville its functions were restricted to church and school contexts, while for routine communication Bangala remained in use, following its own path of linguistic development (particularly marked by influence from Kikongo) and, in the first half of the 20th century, spilling over to Brazzaville. The new language name was more successful, soon receiving acceptance in Léopoldville, too. But in the north-eastern parts of the Congo, the old glossonym Bangala survived and, in fact, continues to be used until today. Since the late colonial and post-colonial eras, the variety spoken in the politically important and culturally vanguard capital Léopoldville -Kinshasa has been the most influential and popular one, encroaching on the varieties spoken in the north-west of the DR Congo, in the north-east, and in Brazzaville. This is the variant covered in the present Atlas.","Lingala has its origins in a process of pidginization that took place in the early 1880s involving the Central African language Bobangi as main lexifier. In 1884, the resulting pidgin was taken to the colonial state post Bangala Station (today, Mankanza), where it underwent expanding influence from the local languages and where it received its first glossonym, “Bangala”. From the late 1880s onwards, the language spread from the station in north-eastward direction, as far as the Sudanese border, and in southward direction, as far as Léopoldville (now, Kinshasa). In each place, influence from local languages further expanded the language along independent trajectories. On top of this, in the first decade of the 20th century, missionaries working in the Bangala Station area (then renamed Nouvelle-Anvers) embarked on a vast project of prescriptive corpus planning, also suggesting the new glossonym “Lingala”. The engineered variant gained ground in the north-western region of the Belgian Congo, where the language as spoken today still very much resembles the way the missionaries designed it to be. But in Léopoldville its functions were restricted to church and school contexts, while for routine communication Bangala remained in use, following its own path of linguistic development (particularly marked by influence from Kikongo) and, in the first half of the 20th century, spilling over to Brazzaville. The new language name was more successful, soon receiving acceptance in Léopoldville, too. But in the north-eastern parts of the Congo, the old glossonym Bangala survived and, in fact, continues to be used until today. Since the late colonial and post-colonial eras, the variety spoken in the politically important and culturally vanguard capital Léopoldville -Kinshasa has been the most influential and popular one, encroaching on the varieties spoken in the north-west of the DR Congo, in the north-east, and in Brazzaville. This is the variant covered in the present Atlas.",,1
61,,61,Fanakalo,"The use of Fanakalo pidgin was one of the ways in which inter-ethnic communication was achieved in 19th Century South Africa, first among speakers of Zulu, Xhosa, English and Afrikaans in different contexts in the Eastern Cape and Natal. It later spread to incoming Indian migrants from the 1860s onwards and was used in the gold mines of the 1880s and became closely associated with the mining industry.  Grammatical and lexical differences across the country are minor, though there is some phonetic variation according to speakers’ L1s. The grammatical descriptions in the APiCS contribution draw on a variety of written and oral sources, including the academic writings of Trapp (1908), Cole (1953), Mesthrie (1989), and Adendorff (1995) as well as descriptions in handbooks put out by the mining houses or by authors aiming to promulgate the pidgin in contexts of domestic or farming employment. Where necessary the intuitions of Mesthrie and his farming relatives were used, supplemented by recordings of White, Zulu and Indian speakers by Clarissa Surek-Clark. The sample of Fanakalo speech provided for the APiCS contribution is drawn from two Indian women in a rural context who had no other common means of speaking. This Indian variety may thus at a pinch be considered the default Fanakalo lect in the APiCS contribution. In this regard it is noteworthy that some authors had earlier considered Fanakalo an Indian invention or characteristically Indian phenomenon (Trapp 1908, Cole 1953).","The use of Fanakalo pidgin was one of the ways in which inter-ethnic communication was achieved in 19th Century South Africa, first among speakers of Zulu, Xhosa, English and Afrikaans in different contexts in the Eastern Cape and Natal. It later spread to incoming Indian migrants from the 1860s onwards and was used in the gold mines of the 1880s and became closely associated with the mining industry.  Grammatical and lexical differences across the country are minor, though there is some phonetic variation according to speakers’ L1s. The grammatical descriptions in the <span style=""font-style: italic;"">APiCS</span> contribution draw on a variety of written and oral sources, including the academic writings of Trapp (1908), Cole (1953), Mesthrie (1989), and Adendorff (1995) as well as descriptions in handbooks put out by the mining houses or by authors aiming to promulgate the pidgin in contexts of domestic or farming employment. Where necessary the intuitions of Mesthrie and his farming relatives were used, supplemented by recordings of White, Zulu and Indian speakers by Clarissa Surek-Clark. The sample of Fanakalo speech provided for the <span style=""font-style: italic;"">APiCS</span> contribution is drawn from two Indian women in a rural context who had no other common means of speaking. This Indian variety may thus at a pinch be considered the <span style=""font-weight: bold;"">default Fanakalo lect </span>in the <span style=""font-style: italic;"">APiCS</span> contribution. In this regard it is noteworthy that some authors had earlier considered Fanakalo an Indian invention or characteristically Indian phenomenon (Trapp 1908, Cole 1953).",,1
62,,62,Mixed Ma’a/Mbugu,"Ma’á/Mbugu is a mixed language based on a Bantu language with the same name. The mixed variety and the Bantu language share the same grammar and have two parallel lexicons. The language is spoken in the Usambara mountains of Tanzania. Speakers of Ma’á/Mbugu also speak Shambaa, the dominant language of the area, and Swahili, the national and official language of the country. Ethnologue reports 7000 speakers among 32000 ethnic Mbugu. The people are more or less concentrated in three different locations which also show some dialect variation: Rangwi, Bumbuli and Magamba. The default lect that we chose for description in APiCS is that of Magamba.","Ma’á/Mbugu is a mixed language based on a Bantu language with the same name. The mixed variety and the Bantu language share the same grammar and have two parallel lexicons. The language is spoken in the Usambara mountains of Tanzania. Speakers of Ma’á/Mbugu also speak Shambaa, the dominant language of the area, and Swahili, the national and official language of the country. Ethnologue reports 7000 speakers among 32000 ethnic Mbugu. The people are more or less concentrated in three different locations which also show some dialect variation: Rangwi, Bumbuli and Magamba. The default lect that we chose for description in <span style=""font-style: italic;"">APiCS</span> is that of Magamba.",,1
63,,63,Kinubi,"Kinubi  is an Arabic-based creole spoken today mainly in Uganda and in Kenya. It is spoken as a first language by the Nubi. According to some sources, it is also spoken as a lingua franca by non-Nubi in some towns of western Uganda. Most of the Nubi, especially the male population, also speak Swahili – which has influenced Kinubi at many levels – and English. Formerly, there were some Nubi communities in Tanzania and Somalia too, but it seems that Tanzanian Nubi do not speak the language anymore, while the Nubi of Somalia accompanied the British and settled down in Kenya in 1921. Apparently, some Nubi communities also live in the Democratic Republic of Congo, mainly in the cities close to the Ugandan border. 

Kinubi is closely related to Juba Arabic (and to Bongor Arabic, spoken today in Chad), but it also includes many words borrowed from Swahili and English. There are two main varieties of Kinubi: Ugandan Kinubi and Kenyan Kinubi, though both forms are very close to each other. Though it is mainly a spoken language, it is also written in Latin characters, mainly in correspondence. The default lect that we chose for description in APiCS is roughly the speech of 20-70 years old male and female people living in Bombo, Kampala (Uganda), Kibera and Mombasa (Kenya).","Kinubi <span style=""font-style: italic;""> </span>is an Arabic-based creole spoken today mainly in Uganda and in Kenya. It is spoken as a first language by the Nubi. According to some sources, it is also spoken as a lingua franca by non-Nubi in some towns of western Uganda. Most of the Nubi, especially the male population, also speak Swahili – which has influenced Kinubi at many levels – and English. Formerly, there were some Nubi communities in Tanzania and Somalia too, but it seems that Tanzanian Nubi do not speak the language anymore, while the Nubi of Somalia accompanied the British and settled down in Kenya in 1921. Apparently, some Nubi communities also live in the Democratic Republic of Congo, mainly in the cities close to the Ugandan border. 

Kinubi is closely related to Juba Arabic (and to Bongor Arabic, spoken today in Chad), but it also includes many words borrowed from Swahili and English. There are two main varieties of Kinubi: Ugandan Kinubi and Kenyan Kinubi, though both forms are very close to each other. Though it is mainly a spoken language, it is also written in Latin characters, mainly in correspondence. The <span style=""font-weight: bold;"">default lect</span> that we chose for description in <span style=""font-style: italic;"">APiCS</span> is roughly the speech of 20-70 years old male and female people living in Bombo, Kampala (Uganda), Kibera and Mombasa (Kenya).",,1
64,,64,Juba Arabic,"Juba Arabic is an Arabic-based pidgincreole spoken in the Republic of South Sudan. At present, Juba Arabic is the major lingua franca of South Sudan as well as of large diaspora communities in Sudan, Egypt, the United States, and Australia. As Juba Arabic has many second- and third-language speakers, it is difficult to estimate the number of its speakers. Since 2005, Juba Arabic has been recognized as ""national language"", whereas English is the only ""official language"" of South Sudan. While it does not possess an established standard orthography, Juba Arabic is widely written in the Latin script. 

It is doubtful whether we can speak of a continuum in the case of Juba Arabic and its Sudanese Arabic lexifier. The prolonged coexistence of Juba Arabic with Sudanese Arabic has resulted in increasing structural affinity between this pidgincreole and its lexifier (labeled as ""Arabic interference"" in the data set). The structural effects of this contact situation vary a great deal according to sociolinguistic variables such as the speakers' residence and their degree of education. Urban speakers and people educated in Arabic generally speak acrolectal varieties, while rural and recently urbanized people tend to speak basilectal varieties. Polylectal variation may be entirely a matter of lexical switching (e.g. the basilectal/mesolectal ta/bita against the acrolectal ḥagg as possessive marker) or else may include variation affecting phonological rules as well (e.g. the absence of pharyngeal sounds in basilectal varieties against the integration of etymological [ʕ] and [ʔ] in acrolectal/mesolectal varieties). The default lect documented in APiCS is a mesolectal variety spoken by young and middle-aged English-educated male speakers born in Juba and displaced in Khartoum in the late 1990s. In the case of our informants, knowledge of Sudanese Arabic correlates with awareness of separateness and ability to keep it apart from Juba Arabic.","Juba Arabic is an Arabic-based pidgincreole spoken in the Republic of South Sudan. At present, Juba Arabic is the major lingua franca of South Sudan as well as of large diaspora communities in Sudan, Egypt, the United States, and Australia. As Juba Arabic has many second- and third-language speakers, it is difficult to estimate the number of its speakers. Since 2005, Juba Arabic has been recognized as ""national language"", whereas English is the only ""official language"" of South Sudan. While it does not possess an established standard orthography, Juba Arabic is widely written in the Latin script. 

It is doubtful whether we can speak of a continuum in the case of Juba Arabic and its Sudanese Arabic lexifier. The prolonged coexistence of Juba Arabic with Sudanese Arabic has resulted in increasing structural affinity between this pidgincreole and its lexifier (labeled as ""<span style=""font-weight: bold;"">Arabic interference</span>"" in the data set). The structural effects of this contact situation vary a great deal according to sociolinguistic variables such as the speakers' residence and their degree of education. Urban speakers and people educated in Arabic generally speak acrolectal varieties, while rural and recently urbanized people tend to speak basilectal varieties. Polylectal variation may be entirely a matter of lexical switching (e.g. the basilectal/mesolectal <span style=""font-style: italic;"">ta/bita</span> against the acrolectal <span style=""font-style: italic;"">ḥagg</span> as possessive marker) or else may include variation affecting phonological rules as well (e.g. the absence of pharyngeal sounds in basilectal varieties against the integration of etymological [ʕ] and [ʔ] in acrolectal/mesolectal varieties). The <span style=""font-weight: bold;"">default lect</span> documented in <span style=""font-style: italic;"">APiCS</span> is a mesolectal variety spoken by young and middle-aged English-educated male speakers born in Juba and displaced in Khartoum in the late 1990s. In the case of our informants, knowledge of Sudanese Arabic correlates with awareness of separateness and ability to keep it apart from Juba Arabic.",,1
65,,65,Chinese Pidgin Russian,"Chinese Pidgin Russian has been extinct for several decades. The default lect that is described in APiCS is based on written sources; it was typical for speakers recorded in the 1980s. Some senior (over 70 years old) representatives of  Siberian minorities can still be considered semi-speakers of Chinese Pidgin Russian, but they live in a Russian-speaking milieu, so their Pidgin is influenced by Standard Russian; it is referred to as the depidginized lect. The number of Pidgin semi-speakers is probably about 30 people now.","Chinese Pidgin Russian has been extinct for several decades. The <span style=""font-weight: bold;"">default lect</span> that is described in <span style=""font-style: italic;"">APiCS</span> is based on written sources; it was typical for speakers recorded in the 1980s. Some senior (over 70 years old) representatives of  Siberian minorities can still be considered semi-speakers of Chinese Pidgin Russian, but they live in a Russian-speaking milieu, so their Pidgin is influenced by Standard Russian; it is referred to as the <span style=""font-weight: bold;"">depidginized</span> lect. The number of Pidgin semi-speakers is probably about 30 people now.",,1
66,,66,Sri Lankan Malay,"Sri Lankan Malay (SLM) is spoken by approximately 40,000 people. There has so far been no attempt to establish the precise numbers of speakers. In urban areas, it has become increasingly common over the last (approximately) forty years for many younger native speakers to be less fluent and less expressive in SLM than in other languages that they may have acquired as second languages in childhood or simultaneously with SLM, including Sinhala, English, and in a number of areas, Tamil/Shonam. This intergenerational decline in fluency is less evident in several smaller up-country (highland) communities. By contrast, the Malay residents of the southeastern coastal village of Kirinda, consisting of four hundred families, have thus far experienced no intergenerational decline whatsoever, and are effectively SLM-dominant from earliest childhood. There is strong dialect differentiation between (1) the western coastal area including Colombo, (2) the up-country area including Kandy, and (3) the southeastern area including Kirinda and Hambantota. Most of the data I have used in this APiCS contribution, with the exception of a small number of references to Colombo Malay, come from the variety of SLM spoken daily by all generations in Kirinda. This variety is ordinarily referred to by its speakers as Java (""Javanese""). It is the default lect in APiCS. While speakers of the Kirinda variety understand SLM varieties spoken elsewhere on the island, speakers from outside the southeastern region will find some of its vocabulary, functional morphology, and constructions to be unfamiliar or opaque, although rarely to the point of communicative breakdown.","Sri Lankan Malay (SLM) is spoken by approximately 40,000 people. There has so far been no attempt to establish the precise numbers of speakers. In urban areas, it has become increasingly common over the last (approximately) forty years for many younger native speakers to be less fluent and less expressive in SLM than in other languages that they may have acquired as second languages in childhood or simultaneously with SLM, including Sinhala, English, and in a number of areas, Tamil/Shonam. This intergenerational decline in fluency is less evident in several smaller up-country (highland) communities. By contrast, the Malay residents of the southeastern coastal village of Kirinda, consisting of four hundred families, have thus far experienced no intergenerational decline whatsoever, and are effectively SLM-dominant from earliest childhood. There is strong dialect differentiation between (1) the western coastal area including Colombo, (2) the up-country area including Kandy, and (3) the southeastern area including Kirinda and Hambantota. Most of the data I have used in this <span style=""font-style: italic;"">APiCS</span> contribution, with the exception of a small number of references to Colombo Malay, come from the variety of SLM spoken daily by all generations in Kirinda. This variety is ordinarily referred to by its speakers as <span style=""font-style: italic;"">Java</span> (""Javanese""). It is the default lect<span style=""font-weight: bold;""> </span>in <span style=""font-style: italic;"">APiCS</span>. While speakers of the Kirinda variety understand SLM varieties spoken elsewhere on the island, speakers from outside the southeastern region will find some of its vocabulary, functional morphology, and constructions to be unfamiliar or opaque, although rarely to the point of communicative breakdown.",,1
68,,68,Ambon Malay,"Ambon Malay is spoken in the central and southern Molouccas islands in eastern Indonesia, by about 200,000 native speakers located on the island of Ambon and neighboring islands, as well as in urban locations in the southern Moluccas. In addition, it is widely used as a second language throughout the central and southern Moluccas, by as many as a million speakers. There are also significant communities of speakers of Ambon Malay in Jakarta (the capital of Indonesia) and in the Netherlands (where it is known as Melajoe Sini ‘Malay here’). Ambon Malay is known as Malayu Ambong by its speakers, who often view it as an inferior variety of Indonesian (which is also a language also derived from an older variety of Malay). Since Ambon Malay is seen as a low form of Indonesian, there is wide-scale variation in the language, from a basilectal variant to something closer to Indonesian, but still retaining features of the basilectal variety. This variation is caused by the formality of the domain, the education of the speakers, and the degree to which they identify with the community. There is also variation between the speech of native speakers and second language speakers, who may be influenced by their native languages to varying degrees. Among native speakers, there are two primary variants, one spoken by Muslims, and located mainly on the northern Hitu peninsula of the island, and another spoken by Christians, spoken on the southern Lei Timor peninsula, including the city of Ambon. The description in APiCS is based on both of these variants. The variety spoken in the Netherlands has diverged significantly from the Ambon Malay spoken in the homeland over the past 60 years.","Ambon Malay is spoken in the central and southern Molouccas islands in eastern Indonesia, by about 200,000 native speakers located on the island of Ambon and neighboring islands, as well as in urban locations in the southern Moluccas. In addition, it is widely used as a second language throughout the central and southern Moluccas, by as many as a million speakers. There are also significant communities of speakers of Ambon Malay in Jakarta (the capital of Indonesia) and in the Netherlands (where it is known as <span style=""font-style: italic;"">Melajoe Sini </span>‘Malay here’). Ambon Malay is known as <span style=""font-style: italic;"">Malayu Ambong </span>by its speakers, who often view it as an inferior variety of Indonesian (which is also a language also derived from an older variety of Malay). Since Ambon Malay is seen as a low form of Indonesian, there is wide-scale variation in the language, from a basilectal variant to something closer to Indonesian, but still retaining features of the basilectal variety. This variation is caused by the formality of the domain, the education of the speakers, and the degree to which they identify with the community. There is also variation between the speech of native speakers and second language speakers, who may be influenced by their native languages to varying degrees. Among native speakers, there are two primary variants, one spoken by Muslims, and located mainly on the northern Hitu peninsula of the island, and another spoken by Christians, spoken on the southern Lei Timor peninsula, including the city of Ambon. The description in <span style=""font-style: italic;"">APiCS</span> is based on both of these variants. The variety spoken in the Netherlands has diverged significantly from the Ambon Malay spoken in the homeland over the past 60 years.",,1
69,,69,Yimas-Arafundi Pidgin,Yimas-Arafundi Pidgin is a trade language used between men of certain clans in Yimas village and the Arafundi speaking village of Auwim in their trade interactions up until its largely falling out of use in the 1950s. Its function has been replaced by Tok Pisin and it is now extremely moribund or more likely extinct. The default lect described here is that remembered by men in their 50s from both villages in the mid 1980s. All data was collected in situ in the mid 1980s by working directly with the few men who could still remember the language by both direct elicitation and the collection of a few narrative texts.,Yimas-Arafundi Pidgin is a trade language used between men of certain clans in Yimas village and the Arafundi speaking village of Auwim in their trade interactions up until its largely falling out of use in the 1950s. Its function has been replaced by Tok Pisin and it is now extremely moribund or more likely extinct. The default lect described here is that remembered by men in their 50s from both villages in the mid 1980s. All data was collected in situ in the mid 1980s by working directly with the few men who could still remember the language by both direct elicitation and the collection of a few narrative texts.,,1
70,,70,Pidgin Hindustani,"Pidgin Hindustani is a medium of inter-ethnic communication in Fiji. Along with Pidgin Fijian (and now more commonly, Fiji English), it has been widely used for informal interactions between indigenous Fijians and Fiji Indians (or Indo-Fijians), and to some extent between Chinese shopkeepers and Fiji Indians. The default lect documented in APiCS is the one spoken by rural Fijians who interact frequently with Fiji Indians. It is based on recordings made in 1983 in villages in the Nadi district of western Viti Levu. All examples come from Seci Bola of Vatutu village and Risidriu of Numbuta village (now both deceased).","Pidgin Hindustani is a medium of inter-ethnic communication in Fiji. Along with Pidgin Fijian (and now more commonly, Fiji English), it has been widely used for informal interactions between indigenous Fijians and Fiji Indians (or Indo-Fijians), and to some extent between Chinese shopkeepers and Fiji Indians.<span style=""font-style: italic;""> </span>The <span style=""font-weight: bold;"">default lect </span>documented in <span style=""font-style: italic;"">APiCS </span>is the one spoken by rural Fijians who interact frequently with Fiji Indians. It is based on recordings made in 1983 in villages in the Nadi district of western Viti Levu. All examples come from Seci Bola of Vatutu village and Risidriu of Numbuta village (now both deceased).",,1
