pk,jsondata,id,description,markup_description,language_pk,parameter_pk,contribution_pk,source,version
10018,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-14,,,16,15,16,,1
10019,"{""wals_value_number"": 3, ""icon"": ""pie-100-FFFFFF.png""}",16-15,,,16,16,16,,1
10020,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-16,Ghanaian Pidgin English only has number syncretism.,Ghanaian Pidgin English only has number syncretism.,16,17,16,,1
10021,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",16-17,"Dependent pronouns carry a low tone, while independent pronouns are high-toned.","Dependent pronouns carry a low tone, while independent pronouns are high-toned.",16,18,16,,1
10022,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-18,,,16,19,16,,1
10023,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-19,"The Ghanaian Pidgin English compound interrogatives all have monomorphemic counterparts, derived from the corresponding English etyma. The monomorphemic question words are more frequent than their bimorphemic counterparts. There is no bimorphemic alternative for hau 'how'.","The Ghanaian Pidgin English compound interrogatives all have monomorphemic counterparts, derived from the corresponding English etyma. The monomorphemic question words are more frequent than their bimorphemic counterparts. There is no bimorphemic alternative for <span style=""font-style: italic;"">hau</span> 'how'.",16,20,16,,1
10024,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",16-20,,,16,21,16,Own knowledge,1
10025,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",1161-20,"Just like the basilectal variety, Student Pidgin overtly conjoins the pronoun with the name, but in addtion to εn(d) has a variety conjunctions: plus, cum, dεn.","Just like the basilectal variety, Student Pidgin overtly conjoins the pronoun with the name, but in addtion to <span style=""font-style: italic;"">εn(d) </span>has a variety conjunctions: <span style=""font-style: italic;"">plus, cum, dεn.</span>",83,21,16,Own fieldwork,1
10026,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF7F00.png""}",16-21,,,16,22,16,,1
10027,"{""wals_value_number"": 4, ""icon"": ""pie-100-FF7F00.png""}",16-22,"-s is the most common pluralization strategy, but both animates and inanimates may occur unmarked in plural contexts. Nominal plurality can also be expressed through reduplication of the noun.","<span style=""font-style: italic;"">-s</span> is the most common pluralization strategy, but both animates and inanimates may occur unmarked in plural contexts. Nominal plurality can also be expressed through reduplication of the noun.",16,23,16,,1
10028,"{""wals_value_number"": 6, ""icon"": ""pie-56-0000FF-12-FFFF00-34-800080.png""}",16-23,,,16,24,16,,1
10029,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-24,,,16,25,16,,1
10030,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",1161-24,,,83,25,16,,1
10070,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-63,"Ì bì laik se structures are common in Ghanaian Pidgin English, but in most cases they do not mean 'it seems that ...' but are used as discourse markers similar to English 'it was like ...'","<span style=""font-style: italic;"">Ì bì laik se</span> structures are common in Ghanaian Pidgin English, but in most cases they do not mean 'it seems that ...' but are used as discourse markers similar to English 'it was like ...'",16,64,16,Own fieldwork,1
10071,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-64,,,16,65,16,Own fieldwork,1
10072,"{""_number_of_values"": 2, ""icon"": ""pie-50-0000FF-50-FF0000.png""}",16-65,,,16,66,16,Own fieldwork,1
10031,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-25,"Nominal plural does not have to be overtly marked in Ghanaian Pidgin English but it can be expressed by an -s suffix (the most common option) or through reduplication of the noun (faktri-faktri 'factories') or even of an attributive adjective. Cf. the following example, where the context makes it unambiguously clear that reference is made to several babies, not a very small baby (the other possible reading):

ì kari smɔ-smɔ bebi
3SG carry small~small baby
'It carried small babies away.'","Nominal plural does not have to be overtly marked in Ghanaian Pidgin English but it can be expressed by an <span style=""font-style: italic;"">-s</span> suffix (the most common option) or through reduplication of the noun (<span style=""font-style: italic;"">faktri-faktri</span> 'factories') or even of an attributive adjective. Cf. the following example, where the context makes it unambiguously clear that reference is made to several babies, not a very small baby (the other possible reading):

<span style=""font-style: italic;"">ì kari smɔ-smɔ bebi</span>
3SG carry small~small baby
'It carried small babies away.'",16,26,16,,1
10032,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",16-26,,,16,27,16,,1
10033,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-27,,,16,28,16,Own knowledge,1
10034,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",16-28,,,16,29,16,,1
10035,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",16-29,,,16,30,16,,1
10036,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-30,,,16,31,16,,1
10037,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-31,,,16,32,16,,1
10038,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",16-32,,,16,33,16,Own fieldwork,1
10039,"{""wals_value_number"": 2, ""icon"": ""pie-100-FFFF00.png""}",16-33,,,16,34,16,,1
10040,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",16-34,,,16,35,16,Own fieldwork,1
10041,"{""wals_value_number"": 4, ""icon"": ""pie-30-FF0000-70-FFB6C1.png""}",16-35,"For 1 to 3, there is variation between ordinals derived from cardinal numbers and suppletive forms (borrowed from Standard English).
Nɔmba wan is sometimes used as 'the first (and foremost)' or 'the biggest'.","For 1 to 3, there is variation between ordinals derived from cardinal numbers and suppletive forms (borrowed from Standard English).<span style=""font-style: italic;"">
Nɔmba wan</span> is sometimes used as 'the first (and foremost)' or 'the biggest'.",16,36,16,Own fieldwork,1
10042,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-36,,,16,37,16,Own knowledge,1
10043,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-37,,,16,38,16,,1
10044,"{""wals_value_number"": 5, ""icon"": ""pie-50-FFFFFF-50-FF0000.png""}",16-38,,,16,39,16,,1
10045,"{""wals_value_number"": 1, ""icon"": ""pie-30-FFFFFF-70-FF0000.png""}",1161-38,,,83,39,16,,1
10046,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-39,,,16,40,16,Own fieldwork,1
10047,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-40,,,16,41,16,,1
10048,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-41,,,16,42,16,,1
10049,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",16-42,,,16,43,16,,1
10050,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-43,"Completive finiʃ follows the verb, but this is not considered an aspect marker in terms of this feature.","Completive <span style=""font-style: italic;"">finiʃ</span> follows the verb, but this is not considered an aspect marker in terms of this feature.",16,44,16,,1
10051,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-44,Ghanaian Pidgin English has no tense marker.,Ghanaian Pidgin English has no tense marker.,16,45,16,,1
10052,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-45,,,16,46,16,,1
10053,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-46,,,16,47,16,,1
10054,"{""_number_of_values"": 1, ""icon"": ""pie-100-964B00.png""}",16-47,"Current state can be expressed by the PROG/HAB marker dè, but this is rather infrequent. It seems to me that the ""current state"" in constructions involving a PROG/HAB marker results from the semantics of the verb rather than from the marker itself.","Current state can be expressed by the PROG/HAB marker <span style=""font-style: italic;"">dè</span>, but this is rather infrequent. It seems to me that the ""current state"" in constructions involving a PROG/HAB marker results from the semantics of the verb rather than from the marker itself.",16,48,16,,1
10055,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",16-48,,,16,49,16,,1
10056,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-49,,,16,50,16,Own knowledge,1
10057,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-50,"Ghanaian Pidgin English TAM markers are the same in sentences of positive and negative polarity, except for past perfective nεva, which contrasts with zero in positive sentences.","Ghanaian Pidgin English TAM markers are the same in sentences of positive and negative polarity, except for past perfective <span style=""font-style: italic;"">nεva</span>, which contrasts with zero in positive sentences.",16,51,16,,1
10073,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",16-66,,,16,67,16,Own fieldwork,1
10074,"{""_number_of_values"": 2, ""icon"": ""pie-50-FF0000-50-0000FF.png""}",16-67,,,16,68,16,Own fieldwork,1
10075,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-68,,,16,69,16,Own fieldwork,1
10076,"{""_number_of_values"": 2, ""icon"": ""pie-50-0000FF-50-FF0000.png""}",16-69,,,16,70,16,Own fieldwork,1
10077,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFF00.png""}",16-70,,,16,71,16,Own fieldwork,1
10078,"{""wals_value_number"": 3, ""icon"": ""pie-100-FF7F00.png""}",1161-70,,,83,71,16,Own fieldwork,1
10058,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-51,"When uttered in isolation, unmarked stative verbs have present reference; unmarked dynamic verbs have past (perfective) reference.

Ghanaian Pidgin English’s tense system conforms to Bickerton’s Creole prototype only as far as absolute tense is concerned, i.e. when a situation is located on the time axis relative to the moment of speaking: unmarked state verbs can express nonpast and unmarked action verbs past. However, when it comes to relative tense, which locates a situation not in relation to the time of speaking but in relation to another moment on the time axis (anteriority), Ghanaian Pidgin English departs from the creole prototype. Bickerton (1980: 5)says that an anterior tense marker be present to signal past for state verbs and past-before-past for action verbs. Ghanaian Pidgin English does not have such an anterior tense marker (which takes the form bìn in Krio, NigPE, and CamPE). Therefore, unmarked verbs may also refer to an anterior situation. Note that the anterior interpretation of such sentences is entirely dependent on co(n)textual clues or time adverbials, which may optionally be inserted for disambiguation. In sum, then, a distinction between Ghanaian Pidgin English stative and active verbs cannot be made on the grounds of temporal reference of unmarked verbs: both types of verbs may refer to anterior or non-anterior situations when unmarked. That said, unmarked action verbs tend to be interpreted as past in isolation.","When uttered in isolation, unmarked stative verbs have present reference; unmarked dynamic verbs have past (perfective) reference.

Ghanaian Pidgin English’s tense system conforms to Bickerton’s Creole prototype only as far as absolute tense is concerned, i.e. when a situation is located on the time axis relative to the moment of speaking: unmarked state verbs can express nonpast and unmarked action verbs past. However, when it comes to relative tense, which locates a situation not in relation to the time of speaking but in relation to another moment on the time axis (anteriority), Ghanaian Pidgin English departs from the creole prototype. Bickerton (1980: 5)says that an anterior tense marker be present to signal past for state verbs and past-before-past for action verbs. Ghanaian Pidgin English does not have such an anterior tense marker (which takes the form <span style=""font-style: italic;"">bìn</span> in Krio, NigPE, and CamPE). Therefore, unmarked verbs may also refer to an anterior situation. Note that the anterior interpretation of such sentences is entirely dependent on co(n)textual clues or time adverbials, which may optionally be inserted for disambiguation. In sum, then, a distinction between Ghanaian Pidgin English stative and active verbs cannot be made on the grounds of temporal reference of unmarked verbs: both types of verbs may refer to anterior or non-anterior situations when unmarked. That said, unmarked action verbs tend to be interpreted as past in isolation.",16,52,16,,1
10081,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFF00.png""}",16-72,"The conjunction is realized as either εn(d) (< and) or εn dεn (< and then), both used with about equal frequency.","The conjunction is realized as either <span style=""font-style: italic;"">εn(d)</span> (&lt; <span style=""font-style: italic;"">and</span>) or <span style=""font-style: italic;"">εn dεn</span> (&lt; <span style=""font-style: italic;"">and then</span>), both used with about equal frequency.",16,73,16,Own fieldwork,1
10082,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",16-73,,,16,74,16,,1
10083,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFB6C1.png""}",16-74,,,16,75,16,,1
10084,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-75,,,16,76,16,,1
10085,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",16-76,,,16,77,16,,1
10086,"{""wals_value_number"": 5, ""icon"": ""pie-100-FF0000.png""}",16-77,,,16,78,16,Own fieldwork,1
10087,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-78,Existence of an entity is expressed by the existential copula de.,"Existence of an entity is expressed by the existential copula <span style=""font-style: italic;"">de</span>.",16,79,16,,1
10059,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",16-52,"Note that PROG + so-called state verb does not automatically trigger an inchoative meaning. Rather, the inchoative meaning seems to be generated by the context.
Verbs like andastan ‘understand’ which are clearly stative in English can either be used as an active or a stative verb in Ghanaian Pidgin English. Therefore, when andastan is preceded by the PROG marker dè, it is no longer a stative verb but means something like 'actively understanding'.
However, my consultants did not agree on the meaning of PROG+STATIVE VERB constructions, one claiming that an inchoative reading is possible (see Example 71 à dè taia), the other that it is impossible (à dè hɔŋ [1SG PROG be.hungry] can only mean 'I am hungry', not 'I am getting hungry').","Note that PROG + so-called state verb does not automatically trigger an inchoative meaning. Rather, the inchoative meaning seems to be generated by the context.
Verbs like <span style=""font-style: italic;"">andastan</span> ‘understand’ which are clearly stative in English can either be used as an active or a stative verb in Ghanaian Pidgin English. Therefore, when <span style=""font-style: italic;"">andastan</span> is preceded by the PROG marker <span style=""font-style: italic;"">dè</span>, it is no longer a stative verb but means something like 'actively understanding'.
However, my consultants did not agree on the meaning of PROG+STATIVE VERB constructions, one claiming that an inchoative reading is possible (see Example 71 <span style=""font-style: italic;"">à dè taia</span>), the other that it is impossible (<span style=""font-style: italic;"">à dè hɔ</span><span style=""font-style: italic;"">ŋ</span> [1SG PROG be.hungry] can only mean 'I am hungry', not 'I am getting hungry').",16,53,16,,1
10060,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",16-53,,,16,54,16,,1
10061,"{""wals_value_number"": 4, ""icon"": ""pie-100-FFFFFF.png""}",16-54,,,16,55,16,Own knowledge,1
10062,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",16-55,"Epistemic possibility can be expressed by the ability marker fit, but only if it occurs in conjunction with the future/irrealis marker gò. It is doubtful, therefore, that the ability marker itself triggers an epistemic possibility meaning, which rather seems to be imparted by the future/irrealis marker.","Epistemic possibility can be expressed by the ability marker <span style=""font-style: italic;"">fit</span>, but <span style=""font-weight: bold;"">only</span> if it occurs in conjunction with the future/irrealis marker <span style=""font-style: italic;"">gò</span>. It is doubtful, therefore, that the ability marker itself triggers an epistemic possibility meaning, which rather seems to be imparted by the future/irrealis marker.",16,56,16,,1
10063,"{""wals_value_number"": 1, ""icon"": ""pie-100-0000FF.png""}",16-56,"Ghanaian Pidgin English has two ways of expressing the imperative - 1. bare verb, or 2. mek jù + bare verb:

(mek jù) go
[(CAUS 2SG) go]
'Go!' (imperative)

However, the prohibitive is only attested in the form mek jù no + bare verb:

mek jù no go
[CAUS 2SG NEG go]
'Don't go!' (prohibitive).","Ghanaian Pidgin English has two ways of expressing the imperative - 1. bare verb, or 2. <span style=""font-style: italic;"">mek jù</span> + bare verb:

<span style=""font-style: italic;"">(mek jù) go
</span>[(CAUS 2SG) go]
'Go!' (imperative)

However, the prohibitive is only attested in the form <span style=""font-style: italic;"">mek jù no</span> + bare verb:

<span style=""font-style: italic;"">mek jù no go
</span>[CAUS 2SG NEG go]
'Don't go!' (prohibitive).",16,57,16,,1
10064,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-57,,,16,58,16,Own knowledge,1
10065,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-58,,,16,59,16,Own knowledge,1
10066,"{""wals_value_number"": 2, ""icon"": ""pie-100-0000FF.png""}",16-59,,,16,60,16,Own knowledge,1
10079,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",16-71,,,16,72,16,Own fieldwork,1
10080,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF0000.png""}",1161-71,"Ghanaian Student Pidgin varies between wit and plas for comitative, while noun phrase conjunction is marked with (d)εn.","Ghanaian Student Pidgin varies between <span style=""font-style: italic;"">wit</span> and <span style=""font-style: italic;"">plas</span> for comitative, while noun phrase conjunction is marked with <span style=""font-style: italic;"">(d</span>)ε<span style=""font-style: italic;"">n</span>.",83,72,16,Own fieldwork,1
10164,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-33,"There is a distance contrast concerning the pronominal demonstratives sila ('this, this one') and sala/tala ('that, that one').","There is a distance contrast concerning the pronominal demonstratives <span style=""font-style: italic;"">sila</span> ('this, this one') and <span style=""font-style: italic;"">sala/tala </span>('that, that one').",50,34,50,Own knowledge,1
10088,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-81,"Motion-to can be expressed in at least three different ways:

1. go
2. go fɔ
3. serialized go

but in all three cases this is different from the motion-from construction.","Motion-to can be expressed in at least three different ways:

1. <span style=""font-style: italic;"">go</span>
2. <span style=""font-style: italic;"">go fɔ</span>
3. serialized <span style=""font-style: italic;"">go</span>

but in all three cases this is different from the motion-from construction.",16,82,16,Own fieldwork,1
10089,"{""_number_of_values"": 3, ""icon"": ""pie-39-FFFFFF-24-FF0000-39-FFFF00.png""}",16-79,It seems that the use of the preposition fɔ (< for) is predominantly found in older speakers.,"It seems that the use of the preposition <span style=""font-style: italic;"">fɔ</span> (&lt; <span style=""font-style: italic;"">for</span>) is predominantly found in older speakers.",16,80,16,,1
10090,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-80,,,16,81,16,Own fieldwork,1
10091,"{""_number_of_values"": 3, ""icon"": ""pie-46-FF0000-46-0000FF-10-FFFF00.png""}",16-82,,,16,83,16,Own fieldwork,1
10092,"{""_number_of_values"": 2, ""icon"": ""pie-50-FF0000-50-0000FF.png""}",16-83,,,16,84,16,Own fieldwork,1
10093,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-84,,,16,85,16,,1
10094,"{""_number_of_values"": 3, ""icon"": ""pie-34-0000FF-34-ADD8E6-34-FF0000.png""}",16-85,,,16,86,16,Own fieldwork,1
10095,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-86,,,16,87,16,,1
10096,"{""_number_of_values"": 2, ""icon"": ""pie-13-FF0000-88-FFFF00.png""}",16-87,,,16,88,16,,1
10097,"{""_number_of_values"": 2, ""icon"": ""pie-50-FF0000-50-FFFF00.png""}",1161-87,,,83,88,16,,1
10098,"{""wals_value_number"": 1, ""icon"": ""pie-100-FF7F00.png""}",16-88,"""Pronoun + sɛf"" can be used as an intensifier and as a reflexive pronoun; bɔdi is only used as a reflexive pronoun. As explained in Feature 87 (""Reflexive constructions""), the status of bɔdi 'body' as a reflexive pronoun is marginal. (If one disregarded such marginal cases involving bɔdi, Value 1 ""Formal identity"" would be the appropriate choice.)","""Pronoun + <span style=""font-style: italic;"">sɛf</span>"" can be used as an intensifier and as a reflexive pronoun; <span style=""font-style: italic;"">bɔdi</span> is only used as a reflexive pronoun. As explained in Feature 87 (""Reflexive constructions""), the status of <span style=""font-style: italic;"">bɔdi</span> 'body' as a reflexive pronoun is marginal. (If one disregarded such marginal cases involving <span style=""font-style: italic;"">bɔdi</span>, Value 1 ""Formal identity"" would be the appropriate choice.)",16,89,16,Own fieldwork,1
10099,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",1161-88,"The student variety of Ghanaian Pidgin English has two ways of expressing reflexivity:
- possessive pronoun + skin
- reflexive pronoun xxx-sεf.
The intensifier, however, is sεf, i.e. it is only partially identical with the reflexive pronoun. The two are therefore counted as formally differentiated.","The student variety of Ghanaian Pidgin English has two ways of expressing reflexivity:
- possessive pronoun + <span style=""font-style: italic;"">skin</span>
- reflexive pronoun <span style=""font-style: italic;"">xxx-sεf.</span>
The intensifier, however, is <span style=""font-style: italic;"">sεf</span>, i.e. it is only partially identical with the reflexive pronoun. The two are therefore counted as formally differentiated.",83,89,16,Own fieldwork,1
10100,"{""wals_value_number"": 3, ""icon"": ""pie-100-000000.png""}",16-89,,,16,90,16,Own fieldwork,1
10101,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-90,Quasi-passive meanings may be encoded through impersonal constructions which have the 2SG or 3PL bound pronouns as their subject. Causative mek followed by these pronouns can also be interpreted as passive at times (see Huber 1999: 215).,"Quasi-passive meanings may be encoded through impersonal constructions which have the 2SG or 3PL bound pronouns as their subject. Causative <span style=""font-style: italic;"">mek</span> followed by these pronouns can also be interpreted as passive at times (see Huber 1999: 215).",16,91,16,,1
10102,"{""wals_value_number"": 8, ""icon"": ""pie-100-FFFFFF.png""}",16-91,,,16,92,16,Own fieldwork,1
10103,"{""wals_value_number"": 3, ""icon"": ""pie-24-FF0000-54-FFB6C1-24-ADD8E6.png""}",16-92,"Zero + gap constructions (Value 4) are not found in relative clauses, but this construction is rather common in clefts, which otherwise have the same structure as relative clauses:

ì be atʃampɔŋ [ opin dis haiwe ]
3SG COP Acheampong [ open this highway ]
'It was Acheampong who opened this highway.'","Zero + gap constructions (Value 4) are not found in relative clauses, but this construction is rather common in clefts, which otherwise have the same structure as relative clauses:

<span style=""font-style: italic;"">ì be </span><span style=""font-style: italic;"">atʃampɔ</span><span style=""font-style: italic;"">ŋ</span><span style=""font-style: italic;""> </span>[ <span style=""font-style: italic;"">opin dis haiwe</span> ]
3SG COP Acheampong [ open this highway ]
'It was Acheampong who opened this highway.'",16,93,16,,1
10104,"{""_number_of_values"": 4, ""icon"": ""pie-25-FF0000-42-FFB6C1-9-0000FF-25-ADD8E6.png""}",16-93,,,16,94,16,,1
10105,"{""_number_of_values"": 2, ""icon"": ""pie-70-FFB6C1-30-ADD8E6.png""}",16-94,,,16,95,16,Own knowledge,1
10106,"{""_number_of_values"": 2, ""icon"": ""pie-70-FFFF00-30-FFFFFF.png""}",16-95,,,16,96,16,,1
10107,"{""_number_of_values"": 2, ""icon"": ""pie-88-FFFF00-13-FFFFFF.png""}",16-96,,,16,97,16,,1
10108,"{""wals_value_number"": 1, ""icon"": ""pie-100-0000FF.png""}",16-97,,,16,98,16,Own fieldwork,1
10109,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",16-98,,,16,99,16,Own fieldwork,1
10110,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-99,,,16,100,16,Own knowledge,1
10111,"{""wals_value_number"": 2, ""icon"": ""pie-100-0000FF.png""}",16-100,,,16,101,16,Own fieldwork,1
10112,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-101,,,16,102,16,,1
10165,"{""wals_value_number"": 1, ""icon"": ""pie-100-FFFFFF.png""}",50-34,,,50,35,50,Own knowledge,1
10166,"{""wals_value_number"": 6, ""icon"": ""pie-100-0000FF.png""}",50-35,,,50,36,50,Own knowledge,1
10113,"{""wals_value_number"": 3, ""icon"": ""pie-100-FF0000.png""}",16-102,"Ghanaian Pidgin English has the Standard English system of co-occurrence with any-indefinites, preclusion with no-indefinites, but also allows co-occurrence with no-indefinites.","Ghanaian Pidgin English has the Standard English system of co-occurrence with <span style=""font-style: italic;"">any</span>-indefinites, preclusion with <span style=""font-style: italic;"">no</span>-indefinites, but also allows co-occurrence with <span style=""font-style: italic;"">no-</span>indefinites.",16,103,16,,1
10114,"{""wals_value_number"": 6, ""icon"": ""pie-100-FFFFFF.png""}",16-103,,,16,104,16,,1
10115,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-104,,,16,105,16,,1
10116,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-105,,,16,106,16,,1
10117,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",16-106,,,16,107,16,,1
10118,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFFFF.png""}",16-107,"There is no vocative marker in Ghanaian Pidgin English, the particle o only has focusing function.","There is no vocative marker in Ghanaian Pidgin English, the particle <span style=""font-style: italic;"">o</span> only has focusing function.",16,108,16,Own knowledge,1
10119,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",16-108,,,16,109,16,Own fieldwork,1
10120,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-109,,,16,110,16,Own fieldwork,1
10121,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-110,,,16,111,16,Own fieldwork,1
10122,"{""_number_of_values"": 1, ""icon"": ""pie-100-0000FF.png""}",16-111,,,16,112,16,Own fieldwork,1
10123,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF7F00.png""}",16-112,,,16,113,16,Own fieldwork,1
10124,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-113,,,16,114,16,Own fieldwork,1
10125,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-114,,,16,115,16,Own fieldwork,1
10126,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF7F00.png""}",16-115,"Hiɛ can also mean 'understand':

ɔnlɛs ì tɔk fɔ ausa bifɔ à gò fit hiɛ
unless 3SG talk PREP Hausa before 1SG FUT ABI hear
'It is only when he speaks Hausa that I will understand'
(fieldwork Huber).","<span style=""font-style: italic;"">Hiɛ</span> can also mean 'understand':

ɔnl<span style=""font-style: italic;"">ɛs ì tɔk fɔ ausa bifɔ à gò fit hiɛ
</span>unless 3SG talk PREP Hausa before 1SG FUT ABI hear
'It is only when he speaks Hausa that I will understand'
(fieldwork Huber).",16,116,16,Own fieldwork,1
10127,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-116,,,16,117,16,Own fieldwork,1
10128,"{""_number_of_values"": 1, ""icon"": ""pie-100-FFFF00.png""}",16-117,"My own knowledge of Ghanaian Pidgin English would indicate something like wuman laion but elicitation did not yield any such construction. In fact, the speaker claimed there are no sex denoting elements.","My own knowledge of Ghanaian Pidgin English would indicate something like <span style=""font-style: italic;"">wuman laion</span> but elicitation did not yield any such construction. In fact, the speaker claimed there are no sex denoting elements.",16,118,16,Own fieldwork,1
10129,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-118,,,16,119,16,,1
10130,"{""_number_of_values"": 1, ""icon"": ""pie-100-FF0000.png""}",16-119,,,16,120,16,,1
10131,"{""wals_value_number"": 2, ""icon"": ""pie-100-FFFF00.png""}",16-120,,,16,121,16,,1
10132,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",50-1,,,50,2,50,Own knowledge,1
10133,"{""wals_value_number"": 2, ""icon"": ""pie-100-FF0000.png""}",50-2,,,50,3,50,Own knowledge,1
